team,ranking,date
NOP,-0.5088914334872439,2019-10-23
LAL,-0.5088914334872439,2019-10-23
TOR,0.5082861762633081,2019-10-23
LAC,0.5082861762633081,2019-10-23
IND,-0.6185918000858333,2019-10-24
BKN,-0.6185918000858333,2019-10-24
POR,-0.6185918000858333,2019-10-24
NOP,-0.5088914334872439,2019-10-24
LAL,-0.5088914334872439,2019-10-24
CHI,-0.5088914334872439,2019-10-24
CLE,-0.5088914334872439,2019-10-24
MEM,-0.5088914334872439,2019-10-24
BOS,-0.5088914334872439,2019-10-24
WAS,-0.5088914334872439,2019-10-24
NYK,-0.5088914334872439,2019-10-24
OKC,-0.5088914334872439,2019-10-24
SAC,-0.5088914334872439,2019-10-24
TOR,0.5082861762633081,2019-10-24
LAC,0.5082861762633081,2019-10-24
CHA,0.5082861762633081,2019-10-24
ORL,0.5082861762633081,2019-10-24
MIA,0.5082861762633081,2019-10-24
PHI,0.5082861762633081,2019-10-24
DAL,0.5082861762633081,2019-10-24
SAS,0.5082861762633081,2019-10-24
UTA,0.5082861762633081,2019-10-24
PHX,0.5082861762633081,2019-10-24
DET,0.6178946507077773,2019-10-24
MIN,0.6178946507077773,2019-10-24
DEN,0.6178946507077773,2019-10-24
IND,-0.6614134490252698,2019-10-25
BKN,-0.6185918000858333,2019-10-25
POR,-0.6185918000858333,2019-10-25
HOU,-0.6185918000858333,2019-10-25
GSW,-0.5606168378957884,2019-10-25
NOP,-0.5088914334872439,2019-10-25
CHI,-0.5088914334872439,2019-10-25
CLE,-0.5088914334872439,2019-10-25
MEM,-0.5088914334872439,2019-10-25
BOS,-0.5088914334872439,2019-10-25
WAS,-0.5088914334872439,2019-10-25
NYK,-0.5088914334872439,2019-10-25
OKC,-0.5088914334872439,2019-10-25
SAC,-0.5088914334872439,2019-10-25
LAL,-0.4852567665247621,2019-10-25
DET,0.01920357310987864,2019-10-25
TOR,0.5082861762633081,2019-10-25
CHA,0.5082861762633081,2019-10-25
ORL,0.5082861762633081,2019-10-25
MIA,0.5082861762633081,2019-10-25
PHI,0.5082861762633081,2019-10-25
DAL,0.5082861762633081,2019-10-25
SAS,0.5082861762633081,2019-10-25
UTA,0.5082861762633081,2019-10-25
PHX,0.5082861762633081,2019-10-25
MIN,0.6178946507077773,2019-10-25
DEN,0.6178946507077773,2019-10-25
MIL,0.6178946507077773,2019-10-25
ATL,0.8045232027070316,2019-10-25
LAC,0.8781189732201529,2019-10-25
SAC,-1.0472009537560791,2019-10-26
OKC,-1.0356639584880452,2019-10-26
MEM,-1.0153733122901007,2019-10-26
NYK,-0.9273666967397888,2019-10-26
NOP,-0.9008595023351295,2019-10-26
IND,-0.6614134490252698,2019-10-26
HOU,-0.6185918000858333,2019-10-26
GSW,-0.557683087081549,2019-10-26
CLE,-0.5088914334872439,2019-10-26
BKN,-0.13523683887196253,2019-10-26
UTA,-0.10680936351193569,2019-10-26
TOR,-0.10308925551260789,2019-10-26
POR,-0.04477130494831389,2019-10-26
CHI,0.002869698867528996,2019-10-26
CHA,0.014470757968963497,2019-10-26
DET,0.01920357310987864,2019-10-26
PHX,0.050667384861438014,2019-10-26
WAS,0.05536544765696121,2019-10-26
BOS,0.07840752518138842,2019-10-26
LAL,0.0983518548823038,2019-10-26
MIA,0.4772633219347388,2019-10-26
SAS,0.48245947038909975,2019-10-26
ORL,0.5082861762633081,2019-10-26
PHI,0.5453238815018825,2019-10-26
MIL,0.6178946507077773,2019-10-26
ATL,0.8045232027070316,2019-10-26
DAL,0.8995957191251609,2019-10-26
LAC,0.9031582896834149,2019-10-26
DEN,1.0236657777807532,2019-10-26
MIN,1.1172684046333468,2019-10-26
SAC,-1.253824216058446,2019-10-27
NYK,-1.214171273735174,2019-10-27
NOP,-1.1857175356334118,2019-10-27
IND,-1.0577698167344602,2019-10-27
OKC,-1.0409543598359268,2019-10-27
MEM,-1.0219029646456215,2019-10-27
GSW,-0.5883778221630906,2019-10-27
CHI,-0.44812429732798903,2019-10-27
DET,-0.3498953006380083,2019-10-27
WAS,-0.2511534114666235,2019-10-27
HOU,-0.24579764928669984,2019-10-27
BKN,-0.15088819514207988,2019-10-27
CLE,-0.10801707550804036,2019-10-27
POR,-0.055942391985289566,2019-10-27
CHA,-0.01316154849452083,2019-10-27
LAL,0.08825492414050821,2019-10-27
MIL,0.08878986804649841,2019-10-27
ORL,0.126325822032552,2019-10-27
UTA,0.14902240913378514,2019-10-27
TOR,0.36844369049483483,2019-10-27
LAC,0.4306088812264862,2019-10-27
BOS,0.4416961551049644,2019-10-27
PHX,0.5180032707030157,2019-10-27
SAS,0.8262412542037981,2019-10-27
DAL,0.8705068313789324,2019-10-27
PHI,1.0000746751897267,2019-10-27
MIA,1.0110946195292096,2019-10-27
DEN,1.0459672607615838,2019-10-27
MIN,1.1144536704467891,2019-10-27
ATL,1.1460327127539183,2019-10-27
NYK,-1.2320392106153009,2019-10-28
SAC,-1.2239235112749107,2019-10-28
NOP,-1.2091076771325289,2019-10-28
IND,-1.0577698167344602,2019-10-28
GSW,-1.0520518741094915,2019-10-28
OKC,-0.5999701475514034,2019-10-28
BKN,-0.5997963378071599,2019-10-28
MEM,-0.5292057324158362,2019-10-28
CHI,-0.44136527478827703,2019-10-28
DET,-0.3498953006380083,2019-10-28
CHA,-0.3478615887348135,2019-10-28
WAS,-0.2542063560796993,2019-10-28
HOU,-0.2480187861785736,2019-10-28
CLE,-0.10801707550804036,2019-10-28
MIL,0.06600843282620036,2019-10-28
ORL,0.126325822032552,2019-10-28
UTA,0.19075030957532468,2019-10-28
DAL,0.25743381990900255,2019-10-28
TOR,0.3690555733265167,2019-10-28
LAL,0.4287135795507358,2019-10-28
LAC,0.4295952323525406,2019-10-28
BOS,0.44033062512309157,2019-10-28
POR,0.5056771846581901,2019-10-28
PHX,0.5210145756497252,2019-10-28
MIA,0.6423835637324915,2019-10-28
SAS,0.8258574484549763,2019-10-28
PHI,1.0000746751897267,2019-10-28
DEN,1.0813554287128067,2019-10-28
ATL,1.1460327127539183,2019-10-28
MIN,1.3893332788199093,2019-10-28
NOP,-1.534652068698057,2019-10-29
SAC,-1.3858259672581918,2019-10-29
IND,-1.3119156712267646,2019-10-29
CHI,-0.8248555143844232,2019-10-29
OKC,-0.8115718762027763,2019-10-29
NYK,-0.7648867423919236,2019-10-29
GSW,-0.5947047835282607,2019-10-29
CHA,-0.590466566660756,2019-10-29
BKN,-0.5772301358387273,2019-10-29
MEM,-0.5510448352748756,2019-10-29
CLE,-0.4753306333734033,2019-10-29
ORL,-0.2562993148577355,2019-10-29
WAS,-0.2516449737082956,2019-10-29
DET,-0.12475715433596225,2019-10-29
PHX,0.08472886585975864,2019-10-29
HOU,0.08913757567002673,2019-10-29
DAL,0.2253643498974818,2019-10-29
POR,0.22751157046588127,2019-10-29
MIL,0.4123474491674797,2019-10-29
LAL,0.4513058127684579,2019-10-29
BOS,0.4992683278197575,2019-10-29
TOR,0.6086745454094493,2019-10-29
ATL,0.6095409228358516,2019-10-29
UTA,0.6114447921556294,2019-10-29
LAC,0.6319905159115786,2019-10-29
MIA,0.6617449213610367,2019-10-29
SAS,1.152877390377555,2019-10-29
DEN,1.2037743210700356,2019-10-29
MIN,1.3776393427319908,2019-10-29
PHI,1.4387413678660455,2019-10-29
NOP,-1.5196841173072804,2019-10-30
SAC,-1.4014302341325322,2019-10-30
IND,-1.313298095499464,2019-10-30
CHI,-0.8325558613329135,2019-10-30
OKC,-0.8091356019630248,2019-10-30
NYK,-0.7655564585135455,2019-10-30
MEM,-0.7359547172149573,2019-10-30
GSW,-0.5920128700295575,2019-10-30
BKN,-0.5869766755291591,2019-10-30
CHA,-0.5816804428044277,2019-10-30
CLE,-0.47420663003165375,2019-10-30
ORL,-0.27394797784285063,2019-10-30
WAS,-0.22685098906820578,2019-10-30
DET,-0.14400077858136903,2019-10-30
PHX,0.06569743147560192,2019-10-30
HOU,0.09047328159399573,2019-10-30
POR,0.22237027051296857,2019-10-30
ATL,0.27637732641987467,2019-10-30
MIL,0.4261558029958104,2019-10-30
BOS,0.4992683278197575,2019-10-30
TOR,0.6067448969356781,2019-10-30
UTA,0.6213082380488091,2019-10-30
LAC,0.64245551655968,2019-10-30
DEN,0.6453042979548249,2019-10-30
LAL,0.6520065356923784,2019-10-30
DAL,0.7252455673681845,2019-10-30
MIA,0.9416088318065277,2019-10-30
SAS,1.1541530212343099,2019-10-30
MIN,1.3898353383893476,2019-10-30
PHI,1.4187655716726622,2019-10-30
SAC,-1.6329867369160687,2019-10-31
NOP,-1.5190777795834784,2019-10-31
BKN,-1.062846077709777,2019-10-31
OKC,-1.047343069865146,2019-10-31
CHI,-1.0330831174533384,2019-10-31
NYK,-0.9919003572483192,2019-10-31
GSW,-0.9096020545048551,2019-10-31
IND,-0.8017032957230498,2019-10-31
MEM,-0.770056710914421,2019-10-31
WAS,-0.5922697078470235,2019-10-31
CHA,-0.3357637563068345,2019-10-31
DET,-0.28975490007458155,2019-10-31
CLE,-0.16167250533641606,2019-10-31
ORL,0.017797735421868348,2019-10-31
MIL,0.1513425400522443,2019-10-31
ATL,0.2910641001910529,2019-10-31
PHX,0.3258006306466551,2019-10-31
LAC,0.37100200671375794,2019-10-31
HOU,0.41327375928546184,2019-10-31
POR,0.4419713940124017,2019-10-31
