team,ranking,date
PHI,-0.5088914334872439,2018-10-17
OKC,-0.5088914334872439,2018-10-17
BOS,0.5082861762633081,2018-10-17
GSW,0.5082861762633081,2018-10-17
CHA,-0.6185918000858333,2018-10-18
HOU,-0.6185918000858333,2018-10-18
SAC,-0.6185918000858333,2018-10-18
LAC,-0.6185918000858333,2018-10-18
PHI,-0.5088914334872439,2018-10-18
OKC,-0.5088914334872439,2018-10-18
BKN,-0.5088914334872439,2018-10-18
MEM,-0.5088914334872439,2018-10-18
MIA,-0.5088914334872439,2018-10-18
ATL,-0.5088914334872439,2018-10-18
CLE,-0.5088914334872439,2018-10-18
MIN,-0.5088914334872439,2018-10-18
DAL,-0.5088914334872439,2018-10-18
BOS,0.5082861762633081,2018-10-18
GSW,0.5082861762633081,2018-10-18
DET,0.5082861762633081,2018-10-18
IND,0.5082861762633081,2018-10-18
ORL,0.5082861762633081,2018-10-18
NYK,0.5082861762633081,2018-10-18
TOR,0.5082861762633081,2018-10-18
SAS,0.5082861762633081,2018-10-18
PHX,0.5082861762633081,2018-10-18
MIL,0.6178946507077773,2018-10-18
NOP,0.6178946507077773,2018-10-18
UTA,0.6178946507077773,2018-10-18
DEN,0.6178946507077773,2018-10-18
WAS,-0.7207517427013445,2018-10-19
CHI,-0.6513651763297617,2018-10-19
CHA,-0.6185918000858333,2018-10-19
HOU,-0.6185918000858333,2018-10-19
SAC,-0.6185918000858333,2018-10-19
LAC,-0.6185918000858333,2018-10-19
OKC,-0.5088914334872439,2018-10-19
BKN,-0.5088914334872439,2018-10-19
MEM,-0.5088914334872439,2018-10-19
ATL,-0.5088914334872439,2018-10-19
CLE,-0.5088914334872439,2018-10-19
MIN,-0.5088914334872439,2018-10-19
DAL,-0.5088914334872439,2018-10-19
LAL,-0.5088914334872439,2018-10-19
PHI,-0.012978386690896215,2018-10-19
MIA,0.08914956217449739,2018-10-19
GSW,0.5082861762633081,2018-10-19
DET,0.5082861762633081,2018-10-19
