team,ranking,date
GSW,-0.6185918000858333,2016-10-26
NYK,-0.5088914334872439,2016-10-26
UTA,-0.5088914334872439,2016-10-26
CLE,0.5082861762633081,2016-10-26
POR,0.5082861762633081,2016-10-26
SAS,0.6178946507077773,2016-10-26
GSW,-0.6185918000858333,2016-10-27
ORL,-0.6185918000858333,2016-10-27
MIL,-0.6185918000858333,2016-10-27
NOP,-0.6185918000858333,2016-10-27
PHI,-0.6185918000858333,2016-10-27
PHX,-0.6185918000858333,2016-10-27
NYK,-0.5088914334872439,2016-10-27
UTA,-0.5088914334872439,2016-10-27
DAL,-0.5088914334872439,2016-10-27
BKN,-0.5088914334872439,2016-10-27
DET,-0.5088914334872439,2016-10-27
MIN,-0.5088914334872439,2016-10-27
HOU,-0.5088914334872439,2016-10-27
CLE,0.5082861762633081,2016-10-27
POR,0.5082861762633081,2016-10-27
IND,0.5082861762633081,2016-10-27
BOS,0.5082861762633081,2016-10-27
TOR,0.5082861762633081,2016-10-27
MEM,0.5082861762633081,2016-10-27
LAL,0.5082861762633081,2016-10-27
SAS,0.6178946507077773,2016-10-27
MIA,0.6178946507077773,2016-10-27
CHA,0.6178946507077773,2016-10-27
DEN,0.6178946507077773,2016-10-27
OKC,0.6178946507077773,2016-10-27
SAC,0.6178946507077773,2016-10-27
PHX,-0.6578396502463582,2016-10-28
ORL,-0.6185918000858333,2016-10-28
MIL,-0.6185918000858333,2016-10-28
NOP,-0.6185918000858333,2016-10-28
PHI,-0.6185918000858333,2016-10-28
GSW,-0.5860390165551417,2016-10-28
UTA,-0.54838339045347,2016-10-28
BKN,-0.5423275141361226,2016-10-28
NYK,-0.5088914334872439,2016-10-28
DAL,-0.5088914334872439,2016-10-28
DET,-0.5088914334872439,2016-10-28
MIN,-0.5088914334872439,2016-10-28
HOU,-0.5088914334872439,2016-10-28
WAS,-0.5088914334872439,2016-10-28
POR,-0.08299852317446721,2016-10-28
BOS,0.006128877282289018,2016-10-28
SAC,0.07824512377611974,2016-10-28
CLE,0.5082861762633081,2016-10-28
IND,0.5082861762633081,2016-10-28
TOR,0.5082861762633081,2016-10-28
MEM,0.5082861762633081,2016-10-28
LAL,0.5082861762633081,2016-10-28
ATL,0.5082861762633081,2016-10-28
CHI,0.6007519951729726,2016-10-28
MIA,0.6178946507077773,2016-10-28
CHA,0.6178946507077773,2016-10-28
DEN,0.6178946507077773,2016-10-28
OKC,0.6178946507077773,2016-10-28
LAC,0.7811214653043361,2016-10-28
SAS,1.1064480686215041,2016-10-28
NOP,-1.1056258996975226,2016-10-29
DAL,-1.041575026288644,2016-10-29
ORL,-1.0295109477035216,2016-10-29
PHX,-0.8997800972583241,2016-10-29
PHI,-0.6002177926141142,2016-10-29
MIL,-0.5860390165551417,2016-10-29
MIN,-0.5088914334872439,2016-10-29
WAS,-0.5088914334872439,2016-10-29
NYK,-0.47815362064854056,2016-10-29
DET,-0.11359653474296938,2016-10-29
IND,-0.11260514087023936,2016-10-29
LAL,-0.05097655636853283,2016-10-29
GSW,-0.05054243660765366,2016-10-29
POR,-0.04782447427565391,2016-10-29
TOR,-0.009571239173461983,2016-10-29
HOU,-0.0011877883771767728,2016-10-29
BOS,0.03988320007117402,2016-10-29
BKN,0.04627986146963632,2016-10-29
UTA,0.04807065075429627,2016-10-29
MIA,0.05650897509601979,2016-10-29
SAC,0.06571334774219242,2016-10-29
MEM,0.5082861762633081,2016-10-29
ATL,0.5082861762633081,2016-10-29
DEN,0.5857213501063365,2016-10-29
CHI,0.6048733751789636,2016-10-29
LAC,0.7860238114812843,2016-10-29
OKC,0.8644228328017382,2016-10-29
CLE,1.014846386529761,2016-10-29
CHA,1.1041799480492231,2016-10-29
SAS,1.1339482353831956,2016-10-29
NOP,-1.251819478155335,2016-10-30
ORL,-1.1623244318932726,2016-10-30
DAL,-1.0585783708680392,2016-10-30
PHI,-0.9452629199285404,2016-10-30
PHX,-0.8832864446445668,2016-10-30
MIN,-0.8748083883688587,2016-10-30
WAS,-0.48526916743480736,2016-10-30
IND,-0.4012907127903676,2016-10-30
BKN,-0.37179091904460065,2016-10-30
DET,-0.12170293548476896,2016-10-30
MEM,-0.09624971846854524,2016-10-30
MIL,-0.08225286957832158,2016-10-30
DEN,-0.07215999180173899,2016-10-30
GSW,-0.05197427210258578,2016-10-30
LAL,-0.0475137487801241,2016-10-30
HOU,-0.0030073925330876606,2016-10-30
TOR,0.0020496983684239467,2016-10-30
MIA,0.011669010953349074,2016-10-30
UTA,0.07918401008640767,2016-10-30
NYK,0.11706797449348048,2016-10-30
SAC,0.3530635612542399,2016-10-30
POR,0.4682285436674175,2016-10-30
CHA,0.5092816066151498,2016-10-30
BOS,0.6136419169222382,2016-10-30
LAC,0.8265972559858993,2016-10-30
OKC,0.8457364298923807,2016-10-30
ATL,0.8632610551666045,2016-10-30
CHI,0.9415397982798648,2016-10-30
CLE,1.1732191748784515,2016-10-30
SAS,1.2642697111556607,2016-10-30
DAL,-1.259451249983042,2016-10-31
NOP,-1.2261615538158877,2016-10-31
PHX,-1.2029372691811184,2016-10-31
ORL,-1.1640762328225587,2016-10-31
PHI,-0.9325728840980179,2016-10-31
MIN,-0.858109133513914,2016-10-31
WAS,-0.8485309651998807,2016-10-31
MIL,-0.43034890583277086,2016-10-31
IND,-0.41442761743597417,2016-10-31
BKN,-0.3910061025053914,2016-10-31
LAL,-0.29672650576345894,2016-10-31
MIA,-0.2775628177271513,2016-10-31
UTA,-0.20754346394167214,2016-10-31
DEN,-0.07186510258341577,2016-10-31
TOR,0.02857492882274009,2016-10-31
NYK,0.1373493381075922,2016-10-31
HOU,0.2111975165462504,2016-10-31
MEM,0.21401568742759453,2016-10-31
DET,0.24922814211430425,2016-10-31
GSW,0.30228134538225854,2016-10-31
SAC,0.35136518041522796,2016-10-31
POR,0.4708645802144963,2016-10-31
CHA,0.4757053826066565,2016-10-31
BOS,0.6103927532409211,2016-10-31
ATL,0.8472625308615606,2016-10-31
CHI,0.9405161390667892,2016-10-31
OKC,1.0817589656704387,2016-10-31
LAC,1.1352249033514066,2016-10-31
CLE,1.1755990289149532,2016-10-31
SAS,1.5146168689077757,2016-10-31
PHX,-1.3164377680401287,2016-11-01
DAL,-1.259451249983042,2016-11-01
NOP,-1.247192914867031,2016-11-01
ORL,-1.1618241155047337,2016-11-01
PHI,-0.9186703609816865,2016-11-01
MIN,-0.8722524296432477,2016-11-01
WAS,-0.8342199332855321,2016-11-01
BKN,-0.6241451796540963,2016-11-01
MIL,-0.4422906580260418,2016-11-01
IND,-0.4203476838412047,2016-11-01
DEN,-0.4089837206908076,2016-11-01
LAL,-0.297037738099328,2016-11-01
MIA,-0.2785539970297496,2016-11-01
UTA,-0.20224867611440508,2016-11-01
SAC,0.07813586802318362,2016-11-01
NYK,0.1373493381075922,2016-11-01
HOU,0.2111975165462504,2016-11-01
MEM,0.21514143072558234,2016-11-01
DET,0.26700031119027917,2016-11-01
GSW,0.2943346035328085,2016-11-01
TOR,0.3736052323560181,2016-11-01
POR,0.4603770586879821,2016-11-01
CHA,0.4760324028881518,2016-11-01
BOS,0.6137509825786226,2016-11-01
OKC,1.077282317950262,2016-11-01
ATL,1.1398605236192938,2016-11-01
CLE,1.1941147086997015,2016-11-01
CHI,1.2021350706735303,2016-11-01
LAC,1.2522776364691008,2016-11-01
SAS,1.5006171621224769,2016-11-01
NOP,-1.524249638023644,2016-11-02
PHI,-1.3837039224601262,2016-11-02
PHX,-1.3214364716942644,2016-11-02
DAL,-1.2682080983233608,2016-11-02
WAS,-0.8552153004565121,2016-11-02
ORL,-0.6595526144460367,2016-11-02
LAL,-0.6042165831185892,2016-11-02
BKN,-0.5909146307312748,2016-11-02
DEN,-0.44287047532100227,2016-11-02
MIN,-0.364146876394247,2016-11-02
SAC,-0.23970730932351886,2016-11-02
NYK,-0.21776109695189963,2016-11-02
MEM,-0.21681500398188328,2016-11-02
MIL,-0.12456290858626962,2016-11-02
IND,-0.0783828220716181,2016-11-02
HOU,-0.030381026482676994,2016-11-02
POR,0.0677518558965053,2016-11-02
MIA,0.08402705394856845,2016-11-02
UTA,0.3750068449967901,2016-11-02
TOR,0.39931368304073006,2016-11-02
CHA,0.5167182805849874,2016-11-02
DET,0.5837131375913222,2016-11-02
BOS,0.6177117631084621,2016-11-02
GSW,0.6572842786468631,2016-11-02
SAS,0.9248004057860459,2016-11-02
OKC,1.044639644528048,2016-11-02
ATL,1.1097058373087512,2016-11-02
CHI,1.2158574747368849,2016-11-02
LAC,1.2516461503678902,2016-11-02
CLE,1.3959584192609444,2016-11-02
NOP,-1.6653455255746277,2016-11-03
PHI,-1.5085624183646817,2016-11-03
DAL,-1.3760153786186369,2016-11-03
WAS,-1.1567416148373117,2016-11-03
PHX,-0.8218442415530006,2016-11-03
ORL,-0.6818334191258336,2016-11-03
NYK,-0.5862418676174795,2016-11-03
DEN,-0.4673909480514331,2016-11-03
POR,-0.35509750990063893,2016-11-03
MIN,-0.3461580536558093,2016-11-03
SAC,-0.23792356974128198,2016-11-03
BKN,-0.17270517110625974,2016-11-03
MIL,-0.12005058872793675,2016-11-03
MEM,-0.08600936967580715,2016-11-03
IND,-0.052776651099087996,2016-11-03
LAL,-0.029807761619468354,2016-11-03
MIA,0.08960024642768154,2016-11-03
DET,0.16051526432168192,2016-11-03
HOU,0.316813653674016,2016-11-03
ATL,0.4283790443140325,2016-11-03
UTA,0.48460500453472327,2016-11-03
TOR,0.6137317347636003,2016-11-03
GSW,0.6496819432414002,2016-11-03
CHA,0.6536390344104427,2016-11-03
LAC,0.7583054828920383,2016-11-03
CHI,0.825456000844362,2016-11-03
SAS,0.9283556789732029,2016-11-03
BOS,0.9734631927872429,2016-11-03
CLE,1.4070568131519394,2016-11-03
OKC,1.4818553395930214,2016-11-03
NOP,-1.6289945683772857,2016-11-04
PHI,-1.5013011001706977,2016-11-04
DAL,-1.388256567294799,2016-11-04
WAS,-1.1560811566569462,2016-11-04
PHX,-0.8309480573486687,2016-11-04
MIN,-0.7466305100958968,2016-11-04
NYK,-0.5774369878335809,2016-11-04
SAC,-0.5275470973108556,2016-11-04
IND,-0.3380022241424307,2016-11-04
ORL,-0.32697758694252166,2016-11-04
POR,-0.3263483026757454,2016-11-04
BKN,-0.18182520851661108,2016-11-04
MEM,-0.11746139917643778,2016-11-04
DEN,-0.05763760828918134,2016-11-04
LAL,-0.05509240658394212,2016-11-04
MIA,0.09769060890143759,2016-11-04
MIL,0.16125532540130252,2016-11-04
DET,0.18556643281789917,2016-11-04
HOU,0.3229642173045588,2016-11-04
