team,ranking,date
GSW,-0.6185918000858333,2017-10-18
BOS,-0.5088914334872439,2017-10-18
CLE,0.5082861762633081,2017-10-18
HOU,0.6178946507077773,2017-10-18
BOS,-0.9255012470963115,2017-10-19
DAL,-0.6185918000858333,2017-10-19
PHX,-0.6185918000858333,2017-10-19
GSW,-0.5956044893666883,2017-10-19
SAC,-0.5451266084297338,2017-10-19
CHA,-0.5088914334872439,2017-10-19
BKN,-0.5088914334872439,2017-10-19
MIA,-0.5088914334872439,2017-10-19
PHI,-0.5088914334872439,2017-10-19
NOP,-0.5088914334872439,2017-10-19
DEN,-0.5088914334872439,2017-10-19
MIN,-0.5088914334872439,2017-10-19
CLE,0.4811760285950777,2017-10-19
DET,0.5082861762633081,2017-10-19
IND,0.5082861762633081,2017-10-19
ORL,0.5082861762633081,2017-10-19
WAS,0.5082861762633081,2017-10-19
MEM,0.5082861762633081,2017-10-19
UTA,0.5082861762633081,2017-10-19
SAS,0.5082861762633081,2017-10-19
MIL,0.5982129375868999,2017-10-19
ATL,0.6178946507077773,2017-10-19
POR,0.6178946507077773,2017-10-19
HOU,0.9527616005722527,2017-10-19
BOS,-0.9255012470963115,2017-10-20
DAL,-0.6185918000858333,2017-10-20
PHX,-0.6185918000858333,2017-10-20
LAL,-0.6185918000858333,2017-10-20
GSW,-0.5956044893666883,2017-10-20
SAC,-0.5451266084297338,2017-10-20
CHA,-0.5088914334872439,2017-10-20
BKN,-0.5088914334872439,2017-10-20
MIA,-0.5088914334872439,2017-10-20
PHI,-0.5088914334872439,2017-10-20
NOP,-0.5088914334872439,2017-10-20
DEN,-0.5088914334872439,2017-10-20
MIN,-0.5088914334872439,2017-10-20
CHI,-0.5088914334872439,2017-10-20
NYK,-0.5088914334872439,2017-10-20
CLE,0.4811760285950777,2017-10-20
DET,0.5082861762633081,2017-10-20
IND,0.5082861762633081,2017-10-20
ORL,0.5082861762633081,2017-10-20
WAS,0.5082861762633081,2017-10-20
MEM,0.5082861762633081,2017-10-20
UTA,0.5082861762633081,2017-10-20
SAS,0.5082861762633081,2017-10-20
TOR,0.5082861762633081,2017-10-20
OKC,0.5082861762633081,2017-10-20
MIL,0.5982129375868999,2017-10-20
ATL,0.6178946507077773,2017-10-20
POR,0.6178946507077773,2017-10-20
LAC,0.6178946507077773,2017-10-20
HOU,0.9527616005722527,2017-10-20
DAL,-1.1274256709133927,2017-10-21
PHX,-1.0852427842878234,2017-10-21
PHI,-1.0744145523927842,2017-10-21
NOP,-1.027467836896533,2017-10-21
MIA,-0.5462930774015828,2017-10-21
DEN,-0.5462930774015828,2017-10-21
CHI,-0.5088914334872439,2017-10-21
NYK,-0.5088914334872439,2017-10-21
BOS,-0.40050880969762354,2017-10-21
ORL,-0.08491226495877907,2017-10-21
UTA,-0.08118735755077974,2017-10-21
LAL,-0.07629750422682406,2017-10-21
GSW,-0.04556392380180043,2017-10-21
SAC,-0.01670374971221495,2017-10-21
ATL,-0.011152712153556017,2017-10-21
IND,0.009991791621035695,2017-10-21
MIL,0.04285720613243626,2017-10-21
BKN,0.04735666007565129,2017-10-21
CHA,0.06820868736503478,2017-10-21
MIN,0.08084194823881881,2017-10-21
DET,0.09520386475605001,2017-10-21
MEM,0.47644947258979514,2017-10-21
TOR,0.5082861762633081,2017-10-21
OKC,0.5082861762633081,2017-10-21
SAS,0.5453238815018825,2017-10-21
LAC,0.6576344451324171,2017-10-21
WAS,0.892154768304807,2017-10-21
HOU,1.0088265877903393,2017-10-21
CLE,1.0281174508007116,2017-10-21
POR,1.0700635629407373,2017-10-21
DAL,-1.2719016773973304,2017-10-22
PHX,-1.2589503925211807,2017-10-22
PHI,-1.243366226415571,2017-10-22
NOP,-1.0302861738714355,2017-10-22
NYK,-0.9631063843569944,2017-10-22
CHI,-0.8614356223132174,2017-10-22
IND,-0.42485890476774574,2017-10-22
SAC,-0.4227008344800229,2017-10-22
BOS,-0.4110184738244205,2017-10-22
GSW,-0.3227576828111873,2017-10-22
LAL,-0.07559905686530964,2017-10-22
OKC,-0.051693669842715444,2017-10-22
ATL,-0.0187660056107482,2017-10-22
DEN,0.006556525187348719,2017-10-22
MIA,0.014009147133654025,2017-10-22
BKN,0.05638321941778237,2017-10-22
CHA,0.09032736692272515,2017-10-22
MIN,0.13186007352239643,2017-10-22
UTA,0.3640650490888227,2017-10-22
CLE,0.4261686205875698,2017-10-22
DET,0.45478984879108775,2017-10-22
MIL,0.5105066503193016,2017-10-22
POR,0.5152313658840874,2017-10-22
ORL,0.5297396714214445,2017-10-22
TOR,0.7111820104497666,2017-10-22
MEM,0.8253621009106025,2017-10-22
LAC,0.8512205848770544,2017-10-22
SAS,0.9035007882177082,2017-10-22
WAS,0.9043312466800337,2017-10-22
HOU,1.092824107645516,2017-10-22
DAL,-1.291459013238193,2017-10-23
PHX,-1.2881636384145418,2017-10-23
PHI,-1.243366226415571,2017-10-23
NYK,-0.9887711816362384,2017-10-23
CHI,-0.8590459659600121,2017-10-23
LAL,-0.6354575822443534,2017-10-23
OKC,-0.4726808247261265,2017-10-23
SAC,-0.42462260077064684,2017-10-23
NOP,-0.4170510712694495,2017-10-23
BOS,-0.4110184738244205,2017-10-23
IND,-0.40083172481545887,2017-10-23
ATL,-0.3600775806689672,2017-10-23
GSW,-0.2869128159329673,2017-10-23
DEN,0.006350919230311867,2017-10-23
MIA,0.01658286735688005,2017-10-23
CHA,0.0685952505152542,2017-10-23
UTA,0.36500617377097044,2017-10-23
BKN,0.4007278570455628,2017-10-23
CLE,0.4279824313051951,2017-10-23
DET,0.4526496463358157,2017-10-23
MIL,0.5107422216918021,2017-10-23
POR,0.5175799149463174,2017-10-23
MIN,0.547133173234067,2017-10-23
ORL,0.5483584232249564,2017-10-23
TOR,0.7111820104497666,2017-10-23
LAC,0.8165361489966775,2017-10-23
MEM,0.8551184073217037,2017-10-23
WAS,0.9043312466800337,2017-10-23
SAS,0.9303475084262932,2017-10-23
HOU,1.0920923006688898,2017-10-23
DAL,-1.5932122002715978,2017-10-24
NYK,-1.0201230858357908,2017-10-24
CHI,-0.8626111205859031,2017-10-24
SAC,-0.8621507622290594,2017-10-24
PHX,-0.8266345138765151,2017-10-24
ATL,-0.6467244863689805,2017-10-24
LAL,-0.6061428591388343,2017-10-24
PHI,-0.586129609252278,2017-10-24
OKC,-0.4725662029366006,2017-10-24
IND,-0.3823145623115267,2017-10-24
NOP,-0.3796007265990163,2017-10-24
BOS,-0.35874697773202757,2017-10-24
DEN,-0.3480257034613332,2017-10-24
CHA,-0.28846204782821555,2017-10-24
DET,-0.1555206296626936,2017-10-24
GSW,-0.007404972929910656,2017-10-24
MIA,0.3311054511439519,2017-10-24
