team,ranking,date
LAL,-0.6185918000858333,2012-10-31
WAS,-0.5088914334872439,2012-10-31
BOS,-0.5088914334872439,2012-10-31
CLE,0.5082861762633081,2012-10-31
MIA,0.5082861762633081,2012-10-31
DAL,0.6178946507077773,2012-10-31
LAL,-0.9050199196074309,2012-11-01
TOR,-0.6185918000858333,2012-11-01
DET,-0.6185918000858333,2012-11-01
NOH,-0.6185918000858333,2012-11-01
PHX,-0.6185918000858333,2012-11-01
WAS,-0.5088914334872439,2012-11-01
BOS,-0.5088914334872439,2012-11-01
DEN,-0.5088914334872439,2012-11-01
SAC,-0.5088914334872439,2012-11-01
MEM,-0.5088914334872439,2012-11-01
DAL,0.09053778516068818,2012-11-01
POR,0.4311930858847056,2012-11-01
CLE,0.5082861762633081,2012-11-01
MIA,0.5082861762633081,2012-11-01
PHI,0.5082861762633081,2012-11-01
CHI,0.5082861762633081,2012-11-01
LAC,0.5082861762633081,2012-11-01
IND,0.6178946507077773,2012-11-01
HOU,0.6178946507077773,2012-11-01
SAS,0.6178946507077773,2012-11-01
GSW,0.6178946507077773,2012-11-01
UTA,0.618670205422943,2012-11-01
LAL,-0.9050199196074309,2012-11-02
TOR,-0.6185918000858333,2012-11-02
DET,-0.6185918000858333,2012-11-02
PHX,-0.6185918000858333,2012-11-02
NOH,-0.5968588253676336,2012-11-02
WAS,-0.5088914334872439,2012-11-02
BOS,-0.5088914334872439,2012-11-02
DEN,-0.5088914334872439,2012-11-02
SAC,-0.5088914334872439,2012-11-02
MEM,-0.5088914334872439,2012-11-02
OKC,-0.4642731325295543,2012-11-02
DAL,0.09053778516068818,2012-11-02
POR,0.4311930858847056,2012-11-02
CLE,0.5082861762633081,2012-11-02
MIA,0.5082861762633081,2012-11-02
PHI,0.5082861762633081,2012-11-02
CHI,0.5082861762633081,2012-11-02
LAC,0.5082861762633081,2012-11-02
IND,0.6178946507077773,2012-11-02
HOU,0.6178946507077773,2012-11-02
GSW,0.6178946507077773,2012-11-02
UTA,0.618670205422943,2012-11-02
SAS,0.9254966321110137,2012-11-02
LAL,-1.1596485505159317,2012-11-03
DET,-0.9982744636371556,2012-11-03
BOS,-0.949777492995857,2012-11-03
DEN,-0.798477646893828,2012-11-03
SAC,-0.7762133446517333,2012-11-03
TOR,-0.6555648348171872,2012-11-03
ATL,-0.5472575905995534,2012-11-03
WAS,-0.5457125809906664,2012-11-03
PHX,-0.21857822165406993,2012-11-03
POR,-0.14887200251174343,2012-11-03
GSW,-0.0520059784512263,2012-11-03
CLE,-0.038054919785451384,2012-11-03
MIA,-0.017600657132699985,2012-11-03
UTA,0.006310295923258984,2012-11-03
NOH,0.015313346859979546,2012-11-03
DAL,0.03939787413022795,2012-11-03
IND,0.1043358017550769,2012-11-03
OKC,0.15444784410895313,2012-11-03
MEM,0.22808402347399004,2012-11-03
ORL,0.4487944987369909,2012-11-03
MIN,0.45115222781410796,2012-11-03
PHI,0.48962213212962896,2012-11-03
MIL,0.5952176367829543,2012-11-03
NYK,0.5978605813649397,2012-11-03
CHA,0.6204017144031717,2012-11-03
LAC,0.8638279417330682,2012-11-03
HOU,0.9342406228352114,2012-11-03
SAS,0.9865279836915282,2012-11-03
CHI,0.998160129245814,2012-11-03
LAL,-1.1421433751769605,2012-11-04
WAS,-1.1293696162603541,2012-11-04
DEN,-1.0389786175626177,2012-11-04
SAC,-1.0351855183615428,2012-11-04
DET,-1.0238939100990925,2012-11-04
TOR,-0.8905987851988235,2012-11-04
ATL,-0.5847075116227208,2012-11-04
BOS,-0.3889071738354471,2012-11-04
CLE,-0.3757834195080053,2012-11-04
PHX,-0.18823277287756202,2012-11-04
UTA,-0.18375212859525555,2012-11-04
CHA,0.10725454792215289,2012-11-04
OKC,0.21008872649105378,2012-11-04
MEM,0.22464198818702122,2012-11-04
LAC,0.25435336094238764,2012-11-04
MIA,0.27474692922986504,2012-11-04
IND,0.3101851082914163,2012-11-04
CHI,0.34886959866115563,2012-11-04
HOU,0.35466990482287697,2012-11-04
DAL,0.4262427369071914,2012-11-04
BKN,0.43263909287942115,2012-11-04
ORL,0.43459006579624304,2012-11-04
MIN,0.43468703696535543,2012-11-04
POR,0.46440605347775665,2012-11-04
PHI,0.4728025436941383,2012-11-04
GSW,0.49617580792758725,2012-11-04
NOH,0.575420602048685,2012-11-04
NYK,0.6207375026745414,2012-11-04
MIL,0.9663375883457781,2012-11-04
SAS,1.2466398693285485,2012-11-04
DET,-1.3855720454716605,2012-11-05
WAS,-1.1293696162603541,2012-11-05
SAC,-1.05736503252723,2012-11-05
DEN,-1.0418511840302263,2012-11-05
LAL,-0.7965052160622992,2012-11-05
PHX,-0.4794389091036684,2012-11-05
BOS,-0.3889071738354471,2012-11-05
CLE,-0.3757834195080053,2012-11-05
TOR,-0.3717948563147151,2012-11-05
OKC,-0.3658108411521975,2012-11-05
MIN,-0.227098658045012,2012-11-05
UTA,-0.18325412195696192,2012-11-05
PHI,0.042709250113088223,2012-11-05
ATL,0.06766457216840031,2012-11-05
CHA,0.11228680753598909,2012-11-05
MEM,0.22283122013987033,2012-11-05
LAC,0.26976404378723134,2012-11-05
MIA,0.2934264824727555,2012-11-05
IND,0.33473871887137074,2012-11-05
CHI,0.348886665272516,2012-11-05
HOU,0.36763271777678697,2012-11-05
DAL,0.4434284436987162,2012-11-05
POR,0.44774980868670283,2012-11-05
BKN,0.462006255377414,2012-11-05
GSW,0.4834625018927804,2012-11-05
NOH,0.5755933210791678,2012-11-05
ORL,0.7712882537039053,2012-11-05
MIL,0.9663375883457781,2012-11-05
NYK,0.9923312641553252,2012-11-05
SAS,1.2247806083189563,2012-11-05
DET,-1.4003231125314233,2012-11-06
WAS,-1.1034040284861055,2012-11-06
DEN,-1.048731580512851,2012-11-06
LAL,-0.8172259106335953,2012-11-06
PHX,-0.7276556723501572,2012-11-06
SAC,-0.522431084913597,2012-11-06
UTA,-0.4287157238132734,2012-11-06
TOR,-0.3860107693894188,2012-11-06
OKC,-0.3751946158859311,2012-11-06
BOS,-0.3743250774039051,2012-11-06
PHI,-0.2823230279560642,2012-11-06
LAC,-0.19945293149678583,2012-11-06
BKN,-0.1949219055591791,2012-11-06
GSW,-0.024873798156356097,2012-11-06
ATL,0.06661081372565547,2012-11-06
CHA,0.11178379708677405,2012-11-06
CLE,0.11379668026146252,2012-11-06
IND,0.12772759980785167,2012-11-06
POR,0.12835077466754055,2012-11-06
MIN,0.31288388370362624,2012-11-06
HOU,0.35115476145224933,2012-11-06
CHI,0.39675285432151924,2012-11-06
MEM,0.4642137202605898,2012-11-06
MIA,0.5343046858903049,2012-11-06
NOH,0.5803930617796396,2012-11-06
DAL,0.7173768572692434,2012-11-06
ORL,0.7564024528896042,2012-11-06
MIL,0.9912686357967614,2012-11-06
NYK,1.2884396528720872,2012-11-06
SAS,1.4229362157883674,2012-11-06
DET,-1.6407998047584327,2012-11-07
WAS,-1.1034040284861055,2012-11-07
LAL,-0.8264039018356446,2012-11-07
DEN,-0.7584837108086204,2012-11-07
PHX,-0.7524029259606944,2012-11-07
TOR,-0.668028263117538,2012-11-07
SAC,-0.5100416782099452,2012-11-07
UTA,-0.42808664182755174,2012-11-07
BOS,-0.3743250774039051,2012-11-07
PHI,-0.2647942614936077,2012-11-07
BKN,-0.21185125214104505,2012-11-07
LAC,-0.19823597137268933,2012-11-07
OKC,-0.0365492836482553,2012-11-07
GSW,-0.023848495745296034,2012-11-07
ATL,0.08702573356689122,2012-11-07
CHA,0.10999479474198573,2012-11-07
IND,0.11527301500574315,2012-11-07
CLE,0.12818030101796907,2012-11-07
POR,0.14294292823021706,2012-11-07
MIN,0.297709798522915,2012-11-07
ORL,0.31435992428275256,2012-11-07
HOU,0.3400414021301173,2012-11-07
MEM,0.46426510177570857,2012-11-07
MIA,0.541599993998662,2012-11-07
NOH,0.597330233076003,2012-11-07
DAL,0.7183346615169098,2012-11-07
CHI,0.7268581014884845,2012-11-07
MIL,0.992759227781523,2012-11-07
NYK,1.2908982952097448,2012-11-07
SAS,1.433427176482613,2012-11-07
DET,-1.775942274426443,2012-11-08
WAS,-1.3526668513749525,2012-11-08
LAL,-1.0287695418986846,2012-11-08
TOR,-0.8100286654809178,2012-11-08
BKN,-0.4668785796498268,2012-11-08
CHA,-0.46667771934215196,2012-11-08
SAC,-0.31817919000776423,2012-11-08
PHX,-0.29688110982417365,2012-11-08
DEN,-0.2644525474211321,2012-11-08
IND,-0.1967085867182232,2012-11-08
UTA,-0.18686089961389285,2012-11-08
CLE,-0.17083726771338448,2012-11-08
BOS,-0.15806279065103135,2012-11-08
HOU,-0.14830058656606837,2012-11-08
OKC,-0.05012344226049049,2012-11-08
ORL,0.030110293866272644,2012-11-08
NOH,0.09100390082855331,2012-11-08
POR,0.1157757488788091,2012-11-08
LAC,0.25319035406852874,2012-11-08
PHI,0.2693330192287021,2012-11-08
GSW,0.3178270993986322,2012-11-08
ATL,0.4069011407865595,2012-11-08
MIL,0.4081108667471788,2012-11-08
MIN,0.5890513482467808,2012-11-08
CHI,0.6845609143130209,2012-11-08
MIA,0.7763612687085275,2012-11-08
DAL,0.8317728291915989,2012-11-08
SAS,0.8944850488329967,2012-11-08
MEM,0.9278553158617098,2012-11-08
NYK,1.347079313646498,2012-11-08
DET,-1.7769320299665796,2012-11-09
WAS,-1.3526668513749525,2012-11-09
LAL,-1.0315397270942035,2012-11-09
TOR,-0.7968890250468956,2012-11-09
BKN,-0.46702011071060895,2012-11-09
CHA,-0.46667771934215196,2012-11-09
SAC,-0.3344624974725675,2012-11-09
PHX,-0.29688110982417365,2012-11-09
DEN,-0.2655662678745254,2012-11-09
POR,-0.20122221242656743,2012-11-09
IND,-0.19545992609102278,2012-11-09
UTA,-0.1849089322378829,2012-11-09
CLE,-0.1771666381239067,2012-11-09
HOU,-0.16313397855209594,2012-11-09
BOS,-0.15806279065103135,2012-11-09
ORL,0.011841986663578155,2012-11-09
NOH,0.07237716255477572,2012-11-09
CHI,0.2503239704382806,2012-11-09
PHI,0.2677073370973753,2012-11-09
GSW,0.32985241185136877,2012-11-09
OKC,0.3803851069614639,2012-11-09
MIL,0.40777052945437425,2012-11-09
ATL,0.4302480524887353,2012-11-09
LAC,0.5350835637084437,2012-11-09
MIN,0.5863263564615061,2012-11-09
MIA,0.7763534665056915,2012-11-09
