game_id,date,home,vis,time,period,mins,secs,pos,team,event,event_deets,block,steal,home_desc,vis_desc,score,home_score,vis_score
0022100381,2021-12-09,SAS,DEN,0.0,1,12,0,,,period_start,0,False,False,,,0-0,0,0
0022100381,2021-12-09,SAS,DEN,0.0,1,12,0,,SAS,jump_ball,0,False,False,Jump Ball Poeltl vs. Jokic: Tip to Murray,,0-0,0,0
0022100381,2021-12-09,SAS,DEN,0.38,1,11,37,SAS,SAS,fg3_make,1,False,False,Murray 25' 3PT Jump Shot (3 PTS) (Bates-Diop 1 AST),,3-0,3,0
0022100381,2021-12-09,SAS,DEN,0.8,1,11,12,DEN,DEN,fg_miss,7,False,False,,MISS Green 1' Dunk,3-0,3,0
0022100381,2021-12-09,SAS,DEN,0.85,1,11,9,SAS,SAS,reb,0,False,False,Bates-Diop REBOUND (Off:0 Def:1),,3-0,3,0
0022100381,2021-12-09,SAS,DEN,0.87,1,11,8,SAS,SAS,tov,1,False,True,Bates-Diop Bad Pass Turnover (P1.T1),,3-0,3,0
0022100381,2021-12-09,SAS,DEN,0.87,1,11,8,SAS,DEN,steal,1,False,True,steal,steal,3-0,3,0
0022100381,2021-12-09,SAS,DEN,0.95,1,11,3,DEN,DEN,fg_make,76,False,False,,Barton 2' Running Finger Roll Layup (2 PTS),3-2,3,2
0022100381,2021-12-09,SAS,DEN,1.13,1,10,52,SAS,SAS,fg_make,57,False,False,McDermott 2' Driving Hook Shot (2 PTS),,5-2,5,2
0022100381,2021-12-09,SAS,DEN,1.35,1,10,39,DEN,SAS,block,79,True,False,block,block,5-2,5,2
0022100381,2021-12-09,SAS,DEN,1.35,1,10,39,DEN,DEN,fg_miss,79,True,False,,MISS Morris 18' Pullup Jump Shot,5-2,5,2
0022100381,2021-12-09,SAS,DEN,1.42,1,10,35,SAS,SAS,reb,0,False,False,McDermott REBOUND (Off:0 Def:1),,5-2,5,2
0022100381,2021-12-09,SAS,DEN,1.48,1,10,31,SAS,SAS,fg3_make,1,False,False,White 26' 3PT Jump Shot (3 PTS) (Murray 1 AST),,8-2,8,2
