home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline
POR,GS,32,31,1,0:01,325,-475
SAC,DEN,32,40,2,9:11,300,-435
POR,GS,32,31,1,0:01,325,-475
SAC,DEN,32,40,2,9:07,270,-385
POR,GS,32,31,1,0:01,325,-475
SAC,DEN,35,40,2,9:00,240,-330
