home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
MIL,DAL,,,,,-265,215,2022-04-03
BOS,WAS,,,,,-900,600,2022-04-03
LA,DEN,,,,,120,-140,2022-04-03
IND,DET,,,,,-140,120,2022-04-03
CLE,PHI,,,,,140,-160,2022-04-03
ORL,NY,,,,,175,-210,2022-04-03
HOU,MIN,,,,,650,-1000,2022-04-03
OKC,PHO,,,,,750,-1250,2022-04-03
TOR,MIA,,,,,-155,135,2022-04-03
SA,POR,,,,,-1500,850,2022-04-03
BOS,WAS,,,,,-1050,600,2022-04-03
MIL,DAL,,,,,-290,215,2022-04-03
BOS,WAS,0,0,1,12:00,-1050,600,2022-04-03
MIL,DAL,3,0,1,11:31,-330,240,2022-04-03
BOS,WAS,0,0,1,11:43,-1150,650,2022-04-03
MIL,DAL,3,2,1,11:23,-290,215,2022-04-03
BOS,WAS,0,2,1,10:55,-1150,650,2022-04-03
MIL,DAL,3,2,1,10:59,-300,220,2022-04-03
BOS,WAS,0,2,1,10:47,-825,500,2022-04-03
MIL,DAL,6,4,1,10:24,-330,240,2022-04-03
BOS,WAS,3,4,1,10:16,-950,550,2022-04-03
MIL,DAL,9,4,1,9:57,-385,270,2022-04-03
BOS,WAS,6,4,1,9:38,-1150,650,2022-04-03
MIL,DAL,9,6,1,9:24,-330,240,2022-04-03
BOS,WAS,9,6,1,9:08,-1300,700,2022-04-03
MIL,DAL,9,8,1,8:50,-280,210,2022-04-03
BOS,WAS,9,6,1,8:50,-1450,750,2022-04-03
MIL,DAL,9,11,1,8:26,-225,175,2022-04-03
BOS,WAS,11,6,1,8:18,-1450,750,2022-04-03
MIL,DAL,11,13,1,7:53,-225,175,2022-04-03
BOS,WAS,13,6,1,7:54,-1800,850,2022-04-03
MIL,DAL,11,13,1,7:44,-225,175,2022-04-03
BOS,WAS,13,6,1,7:54,-1450,750,2022-04-03
MIL,DAL,11,13,1,7:20,-210,165,2022-04-03
MIL,DAL,13,13,1,6:49,-245,185,2022-04-03
MIL,DAL,13,15,1,6:35,-225,175,2022-04-03
BOS,WAS,13,8,1,7:31,-1300,700,2022-04-03
MIL,DAL,13,15,1,6:35,-220,170,2022-04-03
BOS,WAS,15,8,1,7:07,-1450,750,2022-04-03
BOS,WAS,15,8,1,6:50,-1450,750,2022-04-03
BOS,WAS,15,8,1,6:40,-1600,800,2022-04-03
MIL,DAL,13,15,1,6:35,-245,185,2022-04-03
BOS,WAS,17,8,1,6:09,-3200,1200,2022-04-03
MIL,DAL,13,15,1,6:10,-245,185,2022-04-03
BOS,WAS,17,10,1,5:43,-2000,900,2022-04-03
MIL,DAL,13,15,1,6:00,-245,185,2022-04-03
BOS,WAS,17,11,1,5:38,-2000,900,2022-04-03
MIL,DAL,13,15,1,5:52,-265,200,2022-04-03
BOS,WAS,17,11,1,5:26,-1800,850,2022-04-03
MIL,DAL,13,15,1,5:31,-265,200,2022-04-03
BOS,WAS,17,11,1,4:59,-2000,900,2022-04-03
MIL,DAL,13,15,1,5:26,-265,200,2022-04-03
BOS,WAS,17,11,1,4:48,-2000,900,2022-04-03
MIL,DAL,16,17,1,4:52,-245,185,2022-04-03
BOS,WAS,17,13,1,4:09,-2000,900,2022-04-03
MIL,DAL,16,17,1,4:20,-220,170,2022-04-03
BOS,WAS,22,13,1,3:44,-2400,1000,2022-04-03
ORL,NY,,,,,170,-200,2022-04-03
MIL,DAL,16,17,1,4:10,-220,170,2022-04-03
BOS,WAS,22,13,1,3:20,-2800,1100,2022-04-03
MIL,DAL,18,19,1,3:51,-200,160,2022-04-03
MIL,DAL,19,19,1,3:46,-235,180,2022-04-03
BOS,WAS,22,13,1,3:10,-3200,1200,2022-04-03
MIL,DAL,21,19,1,3:22,-280,210,2022-04-03
BOS,WAS,24,15,1,2:28,-3200,1200,2022-04-03
MIL,DAL,21,19,1,3:10,-315,230,2022-04-03
BOS,WAS,24,15,1,2:16,-2400,1000,2022-04-03
MIL,DAL,24,19,1,2:38,-400,280,2022-04-03
MIL,DAL,24,19,1,2:38,-435,300,2022-04-03
BOS,WAS,24,16,1,2:16,-2400,1000,2022-04-03
BOS,WAS,26,17,1,1:58,-2800,1100,2022-04-03
MIL,DAL,24,19,1,2:42,-400,280,2022-04-03
BOS,WAS,26,19,1,1:25,-2000,900,2022-04-03
CLE,PHI,,,,,145,-165,2022-04-03
MIL,DAL,24,19,1,2:10,-350,250,2022-04-03
BOS,WAS,29,22,1,0:54,-3200,1200,2022-04-03
