home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
CLE,LA,,,,,-195,165,2022-03-21
CHA,NO,,,,,-225,185,2022-03-21
DET,POR,,,,,-475,350,2022-03-21
BKN,UTA,,,,,110,-130,2022-03-21
PHI,MIA,,,,,280,-365,2022-03-21
CLE,LA,,,,,-200,160,2022-03-21
CHA,NO,,,,,-220,170,2022-03-21
DET,POR,,,,,-435,300,2022-03-21
CHA,NO,0,0,1,11:41,-220,170,2022-03-21
CLE,LA,0,2,1,11:36,-185,150,2022-03-21
CHA,NO,0,2,1,11:13,-200,160,2022-03-21
CLE,LA,0,4,1,11:00,-150,120,2022-03-21
CHA,NO,3,2,1,10:39,-255,190,2022-03-21
CLE,LA,0,6,1,10:35,-195,155,2022-03-21
CHA,NO,3,2,1,10:18,-185,150,2022-03-21
CLE,LA,2,6,1,10:20,-200,160,2022-03-21
CHA,NO,3,5,1,9:57,-160,130,2022-03-21
CLE,LA,5,6,1,9:43,-210,165,2022-03-21
CHA,NO,5,5,1,9:36,-185,150,2022-03-21
CLE,LA,7,6,1,9:19,-220,170,2022-03-21
CHA,NO,5,7,1,9:10,-170,140,2022-03-21
CLE,LA,7,6,1,8:48,-195,155,2022-03-21
CHA,NO,5,7,1,8:28,-185,150,2022-03-21
CLE,LA,7,6,1,8:08,-210,165,2022-03-21
CHA,NO,8,7,1,7:57,-235,180,2022-03-21
CLE,LA,9,6,1,8:05,-235,180,2022-03-21
CHA,NO,8,7,1,7:32,-200,160,2022-03-21
CLE,LA,9,6,1,8:05,-210,165,2022-03-21
CHA,NO,8,9,1,6:53,-185,150,2022-03-21
DET,POR,2,0,1,11:42,-475,325,2022-03-21
DET,POR,2,2,1,11:11,-400,280,2022-03-21
CLE,LA,9,6,1,8:05,-195,155,2022-03-21
CHA,NO,8,9,1,6:53,-210,165,2022-03-21
DET,POR,4,4,1,10:37,-525,350,2022-03-21
CHA,NO,8,9,1,6:53,-220,170,2022-03-21
DET,POR,6,4,1,10:04,-550,360,2022-03-21
CLE,LA,9,6,1,8:07,-195,155,2022-03-21
DET,POR,6,4,1,10:01,-475,325,2022-03-21
CLE,LA,9,6,1,7:34,-185,150,2022-03-21
DET,POR,6,6,1,9:57,-475,325,2022-03-21
CLE,LA,9,6,1,7:34,-200,160,2022-03-21
CHA,NO,8,9,1,6:50,-220,170,2022-03-21
DET,POR,6,6,1,9:37,-525,350,2022-03-21
CLE,LA,12,7,1,7:13,-235,180,2022-03-21
CHA,NO,8,9,1,6:14,-220,170,2022-03-21
DET,POR,9,8,1,9:12,-550,360,2022-03-21
CLE,LA,14,9,1,6:43,-225,175,2022-03-21
CHA,NO,8,9,1,6:08,-200,160,2022-03-21
DET,POR,9,10,1,8:45,-435,300,2022-03-21
CLE,LA,16,9,1,6:28,-280,210,2022-03-21
CHA,NO,8,9,1,5:48,-200,160,2022-03-21
DET,POR,9,12,1,8:11,-475,325,2022-03-21
CHA,NO,8,12,1,5:24,-170,140,2022-03-21
DET,POR,9,14,1,7:54,-350,250,2022-03-21
CLE,LA,17,9,1,6:20,-300,220,2022-03-21
CHA,NO,12,14,1,4:53,-185,150,2022-03-21
DET,POR,9,15,1,7:47,-400,280,2022-03-21
CLE,LA,18,11,1,5:57,-290,215,2022-03-21
CHA,NO,12,14,1,4:33,-185,150,2022-03-21
DET,POR,9,17,1,7:13,-385,270,2022-03-21
CLE,LA,20,11,1,5:32,-330,240,2022-03-21
CHA,NO,12,14,1,4:12,-160,130,2022-03-21
CLE,LA,20,11,1,5:19,-315,230,2022-03-21
CHA,NO,14,16,1,3:56,-200,160,2022-03-21
DET,POR,9,17,1,7:13,-350,250,2022-03-21
CLE,LA,23,11,1,5:00,-330,240,2022-03-21
DET,POR,9,17,1,7:13,-315,230,2022-03-21
CLE,LA,23,11,1,5:00,-400,280,2022-03-21
CHA,NO,15,16,1,3:20,-185,150,2022-03-21
CLE,LA,23,11,1,5:00,-435,300,2022-03-21
CHA,NO,15,16,1,3:07,-170,140,2022-03-21
CHA,NO,15,16,1,2:36,-155,125,2022-03-21
DET,POR,9,17,1,6:52,-290,215,2022-03-21
CHA,NO,15,18,1,2:04,-160,130,2022-03-21
DET,POR,9,19,1,6:35,-280,210,2022-03-21
CLE,LA,23,11,1,5:00,-385,270,2022-03-21
CHA,NO,15,18,1,2:04,-175,145,2022-03-21
DET,POR,9,19,1,6:34,-265,200,2022-03-21
CLE,LA,23,14,1,4:43,-330,240,2022-03-21
DET,POR,10,19,1,6:19,-280,210,2022-03-21
CLE,LA,23,17,1,4:06,-300,220,2022-03-21
DET,POR,10,19,1,6:00,-280,210,2022-03-21
CLE,LA,26,17,1,3:33,-330,240,2022-03-21
