home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
DET,POR,92,96,4,10:22,125,-155,2022-03-21
BKN,UTA,84,68,3,2:32,-1800,850,2022-03-21
PHI,MIA,74,76,3,1:55,215,-290,2022-03-21
DET,POR,92,97,4,10:22,155,-195,2022-03-21
PHI,MIA,74,76,3,1:55,340,-500,2022-03-21
DET,POR,92,97,4,10:18,130,-160,2022-03-21
PHI,MIA,75,76,3,1:51,300,-435,2022-03-21
DET,POR,94,97,4,9:44,105,-135,2022-03-21
BKN,UTA,84,70,3,2:08,-1050,600,2022-03-21
PHI,MIA,75,76,3,1:05,300,-435,2022-03-21
DET,POR,96,97,4,9:20,-140,110,2022-03-21
BKN,UTA,84,72,3,1:34,-775,475,2022-03-21
PHI,MIA,78,78,3,0:46,250,-350,2022-03-21
DET,POR,96,97,4,9:20,-130,100,2022-03-21
BKN,UTA,86,75,3,1:04,-825,500,2022-03-21
PHI,MIA,78,78,3,0:32,200,-265,2022-03-21
BKN,UTA,87,75,3,1:08,-950,550,2022-03-21
PHI,MIA,78,78,3,0:35,210,-280,2022-03-21
BKN,UTA,89,75,3,1:06,-1050,600,2022-03-21
PHI,MIA,80,78,3,0:07,180,-235,2022-03-21
BKN,UTA,91,75,3,0:36,-2000,900,2022-03-21
PHI,MIA,80,78,4,12:00,135,-165,2022-03-21
BKN,UTA,91,75,3,0:16,-2800,1100,2022-03-21
DET,POR,96,97,4,9:20,-150,120,2022-03-21
BKN,UTA,91,75,4,12:00,-2800,1100,2022-03-21
DET,POR,96,99,4,8:37,-120,-110,2022-03-21
PHI,MIA,80,78,4,12:00,165,-210,2022-03-21
DET,POR,96,101,4,8:08,150,-185,2022-03-21
DET,POR,96,101,4,7:48,215,-290,2022-03-21
PHI,MIA,80,78,4,11:53,140,-170,2022-03-21
DET,POR,96,101,4,7:21,215,-290,2022-03-21
PHI,MIA,82,80,4,11:22,155,-195,2022-03-21
DET,POR,101,101,4,6:48,-165,135,2022-03-21
BKN,UTA,91,75,4,11:53,-2800,1100,2022-03-21
PHI,MIA,82,82,4,10:51,250,-350,2022-03-21
DET,POR,101,103,4,6:34,-165,135,2022-03-21
BKN,UTA,91,75,4,11:43,-2400,1000,2022-03-21
PHI,MIA,82,85,4,10:19,280,-400,2022-03-21
DET,POR,101,103,4,6:34,-135,105,2022-03-21
BKN,UTA,91,76,4,11:33,-3200,1200,2022-03-21
PHI,MIA,84,85,4,9:53,220,-300,2022-03-21
DET,POR,102,103,4,6:12,-130,100,2022-03-21
BKN,UTA,93,78,4,11:01,-2400,1000,2022-03-21
PHI,MIA,86,88,4,9:14,220,-300,2022-03-21
DET,POR,102,103,4,6:12,-165,135,2022-03-21
BKN,UTA,93,80,4,10:32,-2000,900,2022-03-21
PHI,MIA,88,88,4,8:47,185,-245,2022-03-21
DET,POR,102,103,4,5:41,-125,-105,2022-03-21
BKN,UTA,95,80,4,9:57,-3500,1300,2022-03-21
PHI,MIA,90,88,4,8:14,130,-160,2022-03-21
DET,POR,102,104,4,5:41,100,-130,2022-03-21
BKN,UTA,95,80,4,9:55,-4000,1400,2022-03-21
PHI,MIA,92,90,4,7:47,130,-160,2022-03-21
DET,POR,102,105,4,5:39,105,-135,2022-03-21
BKN,UTA,98,83,4,8:48,-4500,1500,2022-03-21
DET,POR,102,105,4,5:39,100,-130,2022-03-21
PHI,MIA,92,93,4,7:05,185,-245,2022-03-21
PHI,MIA,92,93,4,7:05,175,-225,2022-03-21
DET,POR,105,105,4,4:59,-165,135,2022-03-21
DET,POR,105,105,4,4:43,-185,150,2022-03-21
PHI,MIA,92,93,4,7:06,175,-225,2022-03-21
DET,POR,106,105,4,4:43,-195,155,2022-03-21
PHI,MIA,92,93,4,6:40,230,-315,2022-03-21
DET,POR,106,105,4,4:23,-200,160,2022-03-21
PHI,MIA,92,95,4,6:07,290,-420,2022-03-21
PHI,MIA,94,97,4,5:31,270,-385,2022-03-21
DET,POR,106,105,4,4:23,-175,145,2022-03-21
PHI,MIA,96,99,4,4:59,280,-400,2022-03-21
DET,POR,106,105,4,4:07,-195,155,2022-03-21
PHI,MIA,98,99,4,4:46,230,-315,2022-03-21
PHI,MIA,98,99,4,4:46,220,-300,2022-03-21
DET,POR,106,107,4,3:37,-145,115,2022-03-21
PHI,MIA,98,99,4,4:47,230,-315,2022-03-21
DET,POR,106,107,4,3:28,-170,140,2022-03-21
PHI,MIA,98,99,4,4:19,180,-235,2022-03-21
DET,POR,108,107,4,3:24,-185,150,2022-03-21
DET,POR,108,107,4,3:15,-165,135,2022-03-21
PHI,MIA,101,99,4,3:35,-110,-120,2022-03-21
DET,POR,108,108,4,3:15,-150,120,2022-03-21
PHI,MIA,103,99,4,3:28,-220,170,2022-03-21
DET,POR,108,109,4,2:58,-105,-125,2022-03-21
PHI,MIA,103,99,4,3:28,-195,155,2022-03-21
DET,POR,108,109,4,2:49,-155,125,2022-03-21
DET,POR,108,109,4,2:45,-105,-125,2022-03-21
PHI,MIA,103,101,4,3:08,-145,115,2022-03-21
DET,POR,108,109,4,2:45,115,-145,2022-03-21
PHI,MIA,103,101,4,2:39,-160,130,2022-03-21
PHI,MIA,103,101,4,2:28,-165,135,2022-03-21
DET,POR,108,109,4,2:30,115,-145,2022-03-21
PHI,MIA,105,101,4,2:17,-575,375,2022-03-21
CHI,TOR,89,73,4,10:51,-4800,1300,2022-03-21
DAL,MIN,58,53,2,0:50,-200,160,2022-03-21
