home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
DET,PHI,,,,,360,-490,2022-03-31
BKN,MIL,,,,,-130,110,2022-03-31
ATL,CLE,,,,,-250,200,2022-03-31
DET,PHI,,,,,340,-500,2022-03-31
DET,PHI,0,0,1,11:41,325,-475,2022-03-31
DET,PHI,0,0,1,11:24,325,-475,2022-03-31
DET,PHI,0,2,1,11:04,340,-500,2022-03-31
DET,PHI,4,5,1,10:31,350,-525,2022-03-31
DET,PHI,4,5,1,10:05,340,-500,2022-03-31
DET,PHI,4,5,1,9:24,360,-550,2022-03-31
DET,PHI,4,7,1,8:54,385,-600,2022-03-31
DET,PHI,4,7,1,8:30,350,-525,2022-03-31
DET,PHI,4,7,1,8:00,350,-525,2022-03-31
DET,PHI,4,7,1,7:30,340,-500,2022-03-31
DET,PHI,6,7,1,7:00,325,-475,2022-03-31
DET,PHI,6,8,1,7:00,360,-550,2022-03-31
DET,PHI,6,9,1,6:40,385,-600,2022-03-31
DET,PHI,6,12,1,6:23,450,-725,2022-03-31
DET,PHI,6,12,1,6:23,425,-675,2022-03-31
DET,PHI,6,12,1,6:13,450,-725,2022-03-31
DET,PHI,6,14,1,5:52,475,-775,2022-03-31
DET,PHI,6,14,1,5:09,475,-775,2022-03-31
DET,PHI,6,14,1,4:53,425,-675,2022-03-31
DET,PHI,8,14,1,4:27,385,-600,2022-03-31
DET,PHI,8,16,1,3:49,475,-775,2022-03-31
DET,PHI,11,16,1,3:41,425,-675,2022-03-31
DET,PHI,11,16,1,3:31,425,-675,2022-03-31
DET,PHI,11,16,1,3:22,425,-675,2022-03-31
DET,PHI,11,17,1,3:22,425,-675,2022-03-31
DET,PHI,11,18,1,3:05,450,-725,2022-03-31
DET,PHI,13,18,1,2:37,400,-625,2022-03-31
DET,PHI,16,20,1,2:01,325,-475,2022-03-31
DET,PHI,16,20,1,2:01,375,-575,2022-03-31
DET,PHI,16,21,1,1:51,385,-600,2022-03-31
DET,PHI,16,21,1,1:39,450,-725,2022-03-31
DET,PHI,16,23,1,1:13,500,-825,2022-03-31
DET,PHI,16,23,1,0:37,500,-825,2022-03-31
BKN,MIL,,,,,-135,105,2022-03-31
DET,PHI,18,23,1,0:19,475,-775,2022-03-31
DET,PHI,18,24,1,0:19,500,-825,2022-03-31
BKN,MIL,0,0,1,11:29,-130,100,2022-03-31
DET,PHI,20,25,1,0:11,475,-775,2022-03-31
BKN,MIL,0,0,1,10:56,-130,100,2022-03-31
DET,PHI,20,25,1,,450,-725,2022-03-31
BKN,MIL,0,0,1,10:24,-135,105,2022-03-31
DET,PHI,20,25,2,12:00,450,-725,2022-03-31
BKN,MIL,2,0,1,9:53,-140,110,2022-03-31
BKN,MIL,2,0,1,9:27,-145,115,2022-03-31
BKN,MIL,2,0,1,9:28,-145,115,2022-03-31
BKN,MIL,5,0,1,8:58,-175,145,2022-03-31
BKN,MIL,5,0,1,8:35,-165,135,2022-03-31
DET,PHI,22,25,2,11:43,400,-625,2022-03-31
BKN,MIL,7,2,1,8:13,-160,130,2022-03-31
DET,PHI,24,25,2,11:10,310,-450,2022-03-31
BKN,MIL,7,4,1,8:14,-160,130,2022-03-31
