home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
PHI,DAL,,,,,-190,160,2022-03-18
NY,WAS,,,,,-255,205,2022-03-18
BKN,POR,,,,,-1250,750,2022-03-18
CLE,DEN,,,,,115,-135,2022-03-18
ATL,MEM,,,,,230,-290,2022-03-18
TOR,LA,,,,,-410,310,2022-03-18
TOR,LA,,,,,-350,270,2022-03-18
PHI,DAL,,,,,-170,140,2022-03-18
PHI,DAL,0,0,1,11:40,-170,140,2022-03-18
PHI,DAL,0,0,1,11:13,-195,155,2022-03-18
PHI,DAL,0,0,1,10:44,-175,145,2022-03-18
PHI,DAL,0,0,1,10:19,-185,150,2022-03-18
PHI,DAL,0,2,1,9:45,-160,130,2022-03-18
PHI,DAL,0,5,1,9:18,-160,130,2022-03-18
PHI,DAL,0,7,1,9:05,-155,125,2022-03-18
PHI,DAL,0,7,1,9:05,-140,110,2022-03-18
PHI,DAL,0,7,1,9:02,-155,125,2022-03-18
PHI,DAL,2,7,1,8:32,-135,105,2022-03-18
PHI,DAL,2,10,1,8:08,100,-130,2022-03-18
PHI,DAL,2,10,1,7:36,-130,100,2022-03-18
PHI,DAL,6,10,1,7:12,-155,125,2022-03-18
PHI,DAL,6,10,1,6:32,-155,125,2022-03-18
PHI,DAL,6,10,1,6:30,-150,120,2022-03-18
PHI,DAL,9,13,1,5:52,-150,120,2022-03-18
PHI,DAL,9,13,1,5:22,-150,120,2022-03-18
PHI,DAL,11,13,1,4:55,-155,125,2022-03-18
PHI,DAL,11,14,1,4:55,-150,120,2022-03-18
PHI,DAL,11,14,1,4:47,-155,125,2022-03-18
PHI,DAL,11,14,1,4:42,-165,135,2022-03-18
PHI,DAL,13,14,1,4:32,-155,125,2022-03-18
PHI,DAL,15,16,1,4:02,-185,150,2022-03-18
PHI,DAL,18,16,1,3:38,-195,155,2022-03-18
PHI,DAL,18,16,1,3:23,-195,155,2022-03-18
PHI,DAL,18,18,1,2:55,-165,135,2022-03-18
PHI,DAL,18,18,1,2:55,-175,145,2022-03-18
BKN,POR,,,,,-1375,800,2022-03-18
PHI,DAL,20,18,1,2:54,-200,160,2022-03-18
PHI,DAL,20,21,1,2:20,-165,135,2022-03-18
PHI,DAL,21,21,1,2:01,-170,140,2022-03-18
PHI,DAL,24,24,1,1:27,-175,145,2022-03-18
PHI,DAL,24,27,1,0:55,-145,115,2022-03-18
PHI,DAL,24,27,1,0:31,-140,110,2022-03-18
PHI,DAL,24,27,1,0:19,-155,125,2022-03-18
PHI,DAL,25,27,1,0:07,-155,125,2022-03-18
PHI,DAL,26,27,1,,-165,135,2022-03-18
PHI,DAL,26,27,2,12:00,-170,140,2022-03-18
ATL,MEM,,,,,220,-275,2022-03-18
ATL,MEM,,,,,205,-255,2022-03-18
PHI,DAL,26,29,2,11:38,-155,125,2022-03-18
PHI,DAL,26,29,2,11:26,-170,140,2022-03-18
PHI,DAL,27,29,2,11:26,-170,140,2022-03-18
TOR,LA,,,,,-385,270,2022-03-18
ATL,MEM,0,0,1,11:57,200,-265,2022-03-18
PHI,DAL,28,29,2,11:07,-175,145,2022-03-18
NY,WAS,0,0,1,11:44,-255,190,2022-03-18
BKN,POR,0,0,1,11:54,-1300,700,2022-03-18
CLE,DEN,0,2,1,11:49,120,-150,2022-03-18
TOR,LA,0,0,1,11:57,-385,270,2022-03-18
ATL,MEM,0,0,1,11:34,210,-280,2022-03-18
PHI,DAL,30,29,2,10:41,-210,165,2022-03-18
NY,WAS,3,3,1,11:12,-255,190,2022-03-18
BKN,POR,2,2,1,11:10,-1300,700,2022-03-18
CLE,DEN,2,2,1,11:25,100,-130,2022-03-18
TOR,LA,0,2,1,11:25,-350,250,2022-03-18
ATL,MEM,0,0,1,11:09,200,-265,2022-03-18
PHI,DAL,30,29,2,10:21,-210,165,2022-03-18
NY,WAS,9,3,1,10:40,-350,250,2022-03-18
CLE,DEN,4,2,1,10:43,-115,-115,2022-03-18
TOR,LA,3,4,1,10:57,-385,270,2022-03-18
ATL,MEM,0,0,1,10:38,210,-280,2022-03-18
PHI,DAL,31,29,2,10:21,-210,165,2022-03-18
NY,WAS,9,5,1,10:17,-330,240,2022-03-18
BKN,POR,2,2,1,10:40,-1300,700,2022-03-18
CLE,DEN,4,2,1,10:21,-120,-110,2022-03-18
TOR,LA,5,6,1,10:24,-350,250,2022-03-18
ATL,MEM,2,2,1,10:10,210,-280,2022-03-18
PHI,DAL,32,31,2,9:56,-200,160,2022-03-18
NY,WAS,9,5,1,9:44,-330,240,2022-03-18
BKN,POR,2,2,1,10:19,-1300,700,2022-03-18
CLE,DEN,7,4,1,9:48,-110,-120,2022-03-18
TOR,LA,5,9,1,9:48,-300,220,2022-03-18
ATL,MEM,2,2,1,9:57,210,-280,2022-03-18
PHI,DAL,32,33,2,9:23,-185,150,2022-03-18
NY,WAS,11,5,1,9:28,-370,260,2022-03-18
BKN,POR,4,4,1,9:54,-1300,700,2022-03-18
CLE,DEN,9,6,1,9:24,-110,-120,2022-03-18
TOR,LA,5,12,1,9:17,-245,185,2022-03-18
ATL,MEM,2,4,1,9:53,210,-280,2022-03-18
PHI,DAL,32,35,2,8:57,-155,125,2022-03-18
NY,WAS,11,7,1,8:45,-315,230,2022-03-18
BKN,POR,9,6,1,9:22,-1300,700,2022-03-18
CLE,DEN,9,8,1,8:44,105,-135,2022-03-18
TOR,LA,7,15,1,8:46,-280,210,2022-03-18
ATL,MEM,5,4,1,9:21,170,-220,2022-03-18
PHI,DAL,34,35,2,8:51,-195,155,2022-03-18
NY,WAS,11,9,1,8:21,-280,210,2022-03-18
BKN,POR,11,8,1,8:53,-1450,750,2022-03-18
CLE,DEN,11,8,1,8:12,100,-130,2022-03-18
TOR,LA,9,15,1,8:30,-315,230,2022-03-18
ATL,MEM,5,4,1,9:21,185,-245,2022-03-18
PHI,DAL,34,37,2,8:20,-155,125,2022-03-18
NY,WAS,13,9,1,7:47,-280,210,2022-03-18
BKN,POR,11,10,1,8:18,-1450,750,2022-03-18
CLE,DEN,13,8,1,7:40,-125,-105,2022-03-18
TOR,LA,10,15,1,8:18,-330,240,2022-03-18
ATL,MEM,9,4,1,8:53,150,-185,2022-03-18
NY,WAS,13,10,1,7:47,-280,210,2022-03-18
BKN,POR,14,10,1,7:50,-1450,750,2022-03-18
CLE,DEN,16,8,1,7:31,-135,105,2022-03-18
TOR,LA,10,15,1,7:55,-330,240,2022-03-18
ATL,MEM,11,4,1,8:30,130,-160,2022-03-18
PHI,DAL,34,39,2,7:36,-145,115,2022-03-18
NY,WAS,13,13,1,7:24,-265,200,2022-03-18
TOR,LA,13,15,1,7:35,-330,240,2022-03-18
PHI,DAL,36,41,2,7:06,-130,100,2022-03-18
NY,WAS,13,13,1,6:54,-245,185,2022-03-18
TOR,LA,13,16,1,7:35,-330,240,2022-03-18
PHI,DAL,36,43,2,7:01,-115,-115,2022-03-18
NY,WAS,13,13,1,6:45,-220,170,2022-03-18
BKN,POR,14,12,1,7:31,-1150,650,2022-03-18
TOR,LA,16,16,1,7:03,-400,280,2022-03-18
PHI,DAL,36,43,2,6:41,-120,-110,2022-03-18
BKN,POR,16,12,1,7:31,-1300,700,2022-03-18
CLE,DEN,16,8,1,7:31,-145,115,2022-03-18
TOR,LA,16,18,1,6:50,-370,260,2022-03-18
PHI,DAL,36,43,2,6:39,-120,-110,2022-03-18
BKN,POR,16,17,1,6:52,-950,550,2022-03-18
TOR,LA,16,18,1,6:50,-350,250,2022-03-18
