home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
PHI,CHA,29,26,2,12:00,-245,185,2022-04-02
NY,CLE,,,,,-130,110,2022-04-02
ATL,BKN,,,,,110,-130,2022-04-02
PHI,CHA,29,28,2,11:39,-225,175,2022-04-02
PHI,CHA,29,28,2,11:34,-210,165,2022-04-02
PHI,CHA,30,28,2,11:24,-210,165,2022-04-02
PHI,CHA,30,28,2,11:09,-210,165,2022-04-02
PHI,CHA,32,28,2,10:36,-255,190,2022-04-02
NY,CLE,,,,,-140,110,2022-04-02
PHI,CHA,34,28,2,10:05,-315,230,2022-04-02
PHI,CHA,36,28,2,9:45,-385,270,2022-04-02
NY,CLE,0,0,1,12:00,-140,110,2022-04-02
NY,CLE,0,3,1,11:32,-140,110,2022-04-02
NY,CLE,2,3,1,11:06,-135,105,2022-04-02
NY,CLE,0,3,1,10:47,-115,-115,2022-04-02
PHI,CHA,36,28,2,9:45,-475,325,2022-04-02
NY,CLE,0,4,1,10:47,-110,-120,2022-04-02
NY,CLE,0,5,1,10:35,-105,-125,2022-04-02
PHI,CHA,36,28,2,9:25,-475,325,2022-04-02
NY,CLE,2,5,1,10:22,-105,-125,2022-04-02
PHI,CHA,38,28,2,8:58,-600,385,2022-04-02
NY,CLE,2,5,1,10:16,-110,-120,2022-04-02
PHI,CHA,38,31,2,8:35,-400,280,2022-04-02
NY,CLE,2,7,1,10:12,-105,-125,2022-04-02
PHI,CHA,38,33,2,8:18,-350,250,2022-04-02
NY,CLE,2,7,1,9:43,-105,-125,2022-04-02
PHI,CHA,38,33,2,8:03,-350,250,2022-04-02
NY,CLE,2,9,1,9:16,110,-140,2022-04-02
PHI,CHA,38,33,2,7:48,-400,280,2022-04-02
NY,CLE,2,9,1,9:09,100,-130,2022-04-02
PHI,CHA,38,38,2,7:18,-235,180,2022-04-02
NY,CLE,4,9,1,9:08,-110,-120,2022-04-02
NY,CLE,6,9,1,8:37,-130,100,2022-04-02
NY,CLE,6,9,1,8:21,-130,100,2022-04-02
NY,CLE,9,11,1,7:49,-135,105,2022-04-02
PHI,CHA,38,38,2,7:18,-220,170,2022-04-02
NY,CLE,9,11,1,7:31,-135,105,2022-04-02
NY,CLE,11,11,1,7:28,-140,110,2022-04-02
PHI,CHA,38,38,2,7:20,-220,170,2022-04-02
NY,CLE,11,13,1,7:05,-135,105,2022-04-02
PHI,CHA,38,38,2,6:49,-195,155,2022-04-02
NY,CLE,11,13,1,7:05,-120,-110,2022-04-02
PHI,CHA,40,41,2,6:14,-175,145,2022-04-02
PHI,CHA,40,41,2,6:15,-175,145,2022-04-02
PHI,CHA,40,41,2,6:01,-220,170,2022-04-02
PHI,CHA,42,43,2,5:31,-195,155,2022-04-02
PHI,CHA,45,43,2,5:10,-200,160,2022-04-02
NY,CLE,11,13,1,6:43,-120,-110,2022-04-02
PHI,CHA,45,43,2,4:59,-235,180,2022-04-02
NY,CLE,11,14,1,6:43,-110,-120,2022-04-02
