home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
CHA,BKN,,,,,155,-180,2022-03-08
ORL,PHO,,,,,195,-240,2022-03-08
IND,CLE,,,,,120,-140,2022-03-08
MEM,NO,,,,,-335,260,2022-03-08
OKC,MIL,,,,,650,-1000,2022-03-08
GS,LA,,,,,-240,195,2022-03-08
CHA,BKN,,,,,150,-185,2022-03-08
CHA,BKN,,,,,145,-175,2022-03-08
ORL,PHO,,,,,190,-255,2022-03-08
OKC,MIL,,,,,600,-900,2022-03-08
IND,CLE,,,,,110,-140,2022-03-08
CHA,BKN,0.0,0.0,1,11:56,145,-175,2022-03-08
ORL,PHO,0.0,2.0,1,11:33,200,-265,2022-03-08
IND,CLE,0.0,0.0,1,11:50,110,-140,2022-03-08
CHA,BKN,0.0,0.0,1,11:20,150,-185,2022-03-08
ORL,PHO,0.0,2.0,1,11:00,200,-265,2022-03-08
IND,CLE,2.0,0.0,1,11:28,105,-135,2022-03-08
CHA,BKN,0.0,2.0,1,11:00,160,-200,2022-03-08
ORL,PHO,0.0,7.0,1,10:25,260,-370,2022-03-08
IND,CLE,2.0,2.0,1,11:21,110,-140,2022-03-08
CHA,BKN,2.0,2.0,1,10:29,150,-185,2022-03-08
ORL,PHO,2.0,10.0,1,9:54,280,-400,2022-03-08
IND,CLE,2.0,2.0,1,11:04,120,-150,2022-03-08
CHA,BKN,2.0,2.0,1,10:22,140,-170,2022-03-08
ORL,PHO,2.0,10.0,1,9:32,280,-400,2022-03-08
IND,CLE,2.0,3.0,1,11:04,140,-170,2022-03-08
CHA,BKN,4.0,2.0,1,10:04,130,-160,2022-03-08
ORL,PHO,2.0,12.0,1,9:13,310,-450,2022-03-08
IND,CLE,2.0,3.0,1,10:48,130,-160,2022-03-08
ORL,PHO,2.0,12.0,1,9:13,300,-435,2022-03-08
IND,CLE,2.0,3.0,1,10:35,140,-170,2022-03-08
ORL,PHO,2.0,12.0,1,9:13,340,-500,2022-03-08
IND,CLE,2.0,3.0,1,9:57,140,-170,2022-03-08
IND,CLE,2.0,5.0,1,9:27,155,-195,2022-03-08
IND,CLE,2.0,6.0,1,9:21,160,-200,2022-03-08
IND,CLE,2.0,7.0,1,9:04,165,-210,2022-03-08
CHA,BKN,4.0,4.0,1,9:34,140,-170,2022-03-08
ORL,PHO,2.0,14.0,1,8:42,400,-625,2022-03-08
IND,CLE,2.0,7.0,1,9:02,155,-195,2022-03-08
CHA,BKN,4.0,4.0,1,9:24,150,-185,2022-03-08
ORL,PHO,2.0,14.0,1,8:32,385,-600,2022-03-08
IND,CLE,2.0,7.0,1,8:37,170,-220,2022-03-08
CHA,BKN,4.0,7.0,1,8:40,180,-235,2022-03-08
ORL,PHO,4.0,14.0,1,7:59,360,-550,2022-03-08
IND,CLE,2.0,8.0,1,8:37,180,-235,2022-03-08
CHA,BKN,4.0,7.0,1,8:23,165,-210,2022-03-08
ORL,PHO,4.0,14.0,1,7:35,340,-500,2022-03-08
CHA,BKN,4.0,7.0,1,7:59,165,-210,2022-03-08
ORL,PHO,8.0,14.0,1,7:01,280,-400,2022-03-08
ORL,PHO,10.0,14.0,1,6:33,250,-350,2022-03-08
CHA,BKN,4.0,9.0,1,7:23,210,-280,2022-03-08
ORL,PHO,10.0,14.0,1,6:26,240,-330,2022-03-08
CHA,BKN,6.0,9.0,1,6:51,160,-200,2022-03-08
ORL,PHO,12.0,14.0,1,5:46,210,-280,2022-03-08
CHA,BKN,6.0,9.0,1,6:25,160,-200,2022-03-08
ORL,PHO,14.0,14.0,1,5:14,200,-265,2022-03-08
IND,CLE,2.0,9.0,1,8:34,180,-235,2022-03-08
CHA,BKN,9.0,9.0,1,6:10,150,-185,2022-03-08
ORL,PHO,17.0,14.0,1,4:44,165,-210,2022-03-08
IND,CLE,5.0,9.0,1,7:56,140,-170,2022-03-08
CHA,BKN,9.0,12.0,1,5:35,160,-200,2022-03-08
ORL,PHO,17.0,14.0,1,4:44,145,-175,2022-03-08
IND,CLE,5.0,14.0,1,7:18,185,-245,2022-03-08
CHA,BKN,9.0,14.0,1,5:26,170,-220,2022-03-08
IND,CLE,8.0,16.0,1,6:46,185,-245,2022-03-08
CHA,BKN,9.0,14.0,1,5:26,185,-245,2022-03-08
IND,CLE,10.0,16.0,1,6:28,185,-245,2022-03-08
CHA,BKN,9.0,14.0,1,5:26,210,-280,2022-03-08
IND,CLE,10.0,17.0,1,6:28,190,-255,2022-03-08
