home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
PHI,MIL,,,,,-110,-110,2022-03-29
WAS,CHI,,,,,155,-180,2022-03-29
BKN,DET,,,,,-1125,700,2022-03-29
DAL,LA,,,,,-720,500,2022-03-29
WAS,CHI,,,,,145,-175,2022-03-29
PHI,MIL,,,,,-115,-115,2022-03-29
PHI,MIL,,,,,-110,-120,2022-03-29
WAS,CHI,,,,,155,-195,2022-03-29
PHI,MIL,,,,,-135,105,2022-03-29
PHI,MIL,,,,,105,-135,2022-03-29
PHI,MIL,11,9,1,7:20,-120,-110,2022-03-29
PHI,MIL,11,9,1,7:09,-120,-110,2022-03-29
WAS,CHI,11,12,1,7:24,155,-195,2022-03-29
PHI,MIL,11,10,1,6:56,-110,-120,2022-03-29
WAS,CHI,13,12,1,6:38,130,-160,2022-03-29
PHI,MIL,11,13,1,6:41,110,-140,2022-03-29
PHI,MIL,11,13,1,6:41,105,-135,2022-03-29
WAS,CHI,13,12,1,6:38,155,-195,2022-03-29
WAS,CHI,13,12,1,6:38,145,-175,2022-03-29
WAS,CHI,13,12,1,6:38,150,-185,2022-03-29
WAS,CHI,13,12,1,6:30,150,-185,2022-03-29
PHI,MIL,11,13,1,6:32,-105,-125,2022-03-29
WAS,CHI,13,14,1,6:01,175,-225,2022-03-29
PHI,MIL,11,13,1,6:05,105,-135,2022-03-29
WAS,CHI,15,14,1,5:38,160,-200,2022-03-29
PHI,MIL,11,16,1,5:34,120,-150,2022-03-29
WAS,CHI,15,14,1,5:41,130,-160,2022-03-29
PHI,MIL,11,16,1,5:03,110,-140,2022-03-29
WAS,CHI,15,14,1,5:20,130,-160,2022-03-29
PHI,MIL,11,16,1,5:13,130,-160,2022-03-29
WAS,CHI,15,16,1,4:59,135,-165,2022-03-29
PHI,MIL,11,16,1,4:40,125,-155,2022-03-29
WAS,CHI,15,16,1,4:26,160,-200,2022-03-29
PHI,MIL,11,18,1,4:26,155,-195,2022-03-29
WAS,CHI,17,18,1,3:55,150,-185,2022-03-29
WAS,CHI,17,18,1,3:56,160,-200,2022-03-29
WAS,CHI,17,18,1,3:31,160,-200,2022-03-29
PHI,MIL,11,18,1,4:26,145,-175,2022-03-29
WAS,CHI,17,18,1,3:20,160,-200,2022-03-29
WAS,CHI,17,20,1,3:01,170,-220,2022-03-29
PHI,MIL,11,18,1,4:23,145,-175,2022-03-29
WAS,CHI,17,20,1,3:00,170,-220,2022-03-29
PHI,MIL,11,18,1,4:03,145,-175,2022-03-29
PHI,MIL,11,18,1,3:44,145,-175,2022-03-29
PHI,MIL,14,23,1,3:15,155,-195,2022-03-29
PHI,MIL,14,23,1,2:39,180,-235,2022-03-29
WAS,CHI,17,20,1,3:00,185,-245,2022-03-29
PHI,MIL,16,25,1,2:10,200,-265,2022-03-29
WAS,CHI,17,20,1,2:50,185,-245,2022-03-29
PHI,MIL,16,25,1,1:40,180,-235,2022-03-29
WAS,CHI,19,20,1,3:00,160,-200,2022-03-29
PHI,MIL,19,25,1,1:05,155,-195,2022-03-29
WAS,CHI,19,20,1,2:04,150,-185,2022-03-29
PHI,MIL,19,27,1,1:02,155,-195,2022-03-29
WAS,CHI,19,20,1,1:52,135,-165,2022-03-29
PHI,MIL,20,27,1,1:02,155,-195,2022-03-29
WAS,CHI,21,20,1,1:50,135,-165,2022-03-29
PHI,MIL,21,27,1,0:42,145,-175,2022-03-29
WAS,CHI,21,22,1,1:37,160,-200,2022-03-29
PHI,MIL,24,27,1,0:36,115,-145,2022-03-29
WAS,CHI,21,23,1,1:13,170,-220,2022-03-29
PHI,MIL,24,27,1,0:30,115,-145,2022-03-29
WAS,CHI,23,25,1,0:16,160,-200,2022-03-29
PHI,MIL,24,27,2,,115,-145,2022-03-29
WAS,CHI,23,28,2,12:00,200,-265,2022-03-29
DAL,LA,2,0,1,10:43,-775,475,2022-03-29
DAL,LA,4,0,1,10:15,-775,475,2022-03-29
DAL,LA,6,0,1,9:36,-825,500,2022-03-29
PHI,MIL,24,27,2,11:42,115,-145,2022-03-29
PHI,MIL,24,27,2,11:20,115,-145,2022-03-29
WAS,CHI,23,28,2,11:39,200,-265,2022-03-29
PHI,MIL,24,27,2,10:52,115,-145,2022-03-29
WAS,CHI,25,28,2,10:40,165,-210,2022-03-29
DAL,LA,6,0,1,9:36,-775,475,2022-03-29
PHI,MIL,24,29,2,10:03,145,-175,2022-03-29
DAL,LA,8,0,1,8:56,-950,550,2022-03-29
BKN,DET,,,,,-775,475,2022-03-29
PHI,MIL,24,32,2,9:49,180,-235,2022-03-29
DAL,LA,10,2,1,8:33,-825,500,2022-03-29
BKN,DET,0,0,1,11:50,-1150,650,2022-03-29
PHI,MIL,26,32,2,9:08,155,-195,2022-03-29
WAS,CHI,29,32,2,9:29,185,-245,2022-03-29
BKN,DET,0,2,1,11:17,-675,425,2022-03-29
PHI,MIL,26,32,2,9:10,155,-195,2022-03-29
WAS,CHI,29,32,2,9:13,210,-280,2022-03-29
BKN,DET,2,2,1,10:43,-775,475,2022-03-29
PHI,MIL,31,32,2,8:36,105,-135,2022-03-29
WAS,CHI,29,34,2,8:55,230,-315,2022-03-29
DAL,LA,13,4,1,8:03,-1150,650,2022-03-29
PHI,MIL,31,34,2,8:04,130,-160,2022-03-29
WAS,CHI,29,36,2,8:21,250,-350,2022-03-29
DAL,LA,13,6,1,7:26,-825,500,2022-03-29
BKN,DET,8,2,1,9:47,-1300,650,2022-03-29
PHI,MIL,31,34,2,7:51,130,-160,2022-03-29
BKN,DET,8,3,1,9:47,-1300,650,2022-03-29
PHI,MIL,31,34,2,7:41,130,-160,2022-03-29
DAL,LA,15,8,1,6:43,-950,550,2022-03-29
BKN,DET,8,6,1,9:28,-1200,600,2022-03-29
PHI,MIL,31,35,2,7:41,145,-175,2022-03-29
DAL,LA,16,8,1,6:43,-950,550,2022-03-29
PHI,MIL,33,35,2,7:13,115,-145,2022-03-29
DAL,LA,17,8,1,6:32,-950,550,2022-03-29
BKN,DET,12,9,1,8:39,-1200,600,2022-03-29
DAL,LA,17,10,1,6:32,-825,500,2022-03-29
BKN,DET,12,11,1,8:11,-950,500,2022-03-29
WAS,CHI,31,36,2,8:08,230,-315,2022-03-29
BKN,DET,14,14,1,7:39,-950,500,2022-03-29
PHI,MIL,39,37,2,6:22,-115,-115,2022-03-29
WAS,CHI,31,38,2,7:37,250,-350,2022-03-29
DAL,LA,23,12,1,5:47,-1150,650,2022-03-29
BKN,DET,16,14,1,7:07,-1200,600,2022-03-29
WAS,CHI,34,40,2,6:33,230,-315,2022-03-29
BKN,DET,18,17,1,6:02,-950,500,2022-03-29
WAS,CHI,34,40,2,6:12,230,-315,2022-03-29
BKN,DET,18,17,1,6:08,-950,550,2022-03-29
WAS,CHI,34,40,2,5:59,250,-350,2022-03-29
WAS,CHI,34,40,2,5:49,250,-350,2022-03-29
PHI,MIL,39,37,2,6:00,-115,-115,2022-03-29
WAS,CHI,34,42,2,5:20,280,-400,2022-03-29
DAL,LA,23,12,1,5:47,-1600,800,2022-03-29
PHI,MIL,41,37,2,5:51,-145,115,2022-03-29
DAL,LA,23,12,1,5:33,-1600,800,2022-03-29
PHI,MIL,41,37,2,5:42,-145,115,2022-03-29
BKN,DET,18,17,1,6:02,-950,550,2022-03-29
WAS,CHI,40,46,2,3:38,250,-350,2022-03-29
BKN,DET,18,17,1,5:47,-1050,600,2022-03-29
PHI,MIL,43,37,2,5:30,-160,130,2022-03-29
WAS,CHI,40,49,2,3:19,300,-435,2022-03-29
DAL,LA,24,14,1,5:01,-1600,800,2022-03-29
BKN,DET,19,17,1,5:39,-1050,600,2022-03-29
PHI,MIL,43,39,2,4:53,-145,115,2022-03-29
DAL,LA,25,14,1,4:39,-1600,800,2022-03-29
PHI,MIL,43,41,2,4:22,-115,-115,2022-03-29
WAS,CHI,41,49,2,2:57,290,-420,2022-03-29
DAL,LA,25,14,1,4:19,-1600,800,2022-03-29
BKN,DET,21,25,1,4:31,-500,340,2022-03-29
PHI,MIL,46,41,2,3:47,-160,130,2022-03-29
WAS,CHI,41,49,2,2:41,280,-400,2022-03-29
DAL,LA,25,14,1,3:57,-1600,800,2022-03-29
PHI,MIL,46,41,2,3:43,-175,145,2022-03-29
WAS,CHI,43,49,2,2:30,250,-350,2022-03-29
DAL,LA,28,17,1,3:25,-1600,800,2022-03-29
BKN,DET,23,27,1,3:26,-500,340,2022-03-29
PHI,MIL,47,41,2,3:36,-175,145,2022-03-29
BKN,DET,23,27,1,3:29,-500,340,2022-03-29
PHI,MIL,49,41,2,3:20,-195,155,2022-03-29
DAL,LA,30,19,1,2:21,-1600,800,2022-03-29
BKN,DET,24,27,1,3:29,-675,425,2022-03-29
PHI,MIL,49,42,2,3:20,-195,155,2022-03-29
PHI,MIL,49,44,2,3:13,-160,130,2022-03-29
WAS,CHI,43,49,2,2:30,280,-400,2022-03-29
DAL,LA,32,22,1,1:50,-1150,650,2022-03-29
BKN,DET,25,30,1,3:07,-450,310,2022-03-29
PHI,MIL,49,44,2,2:53,-175,145,2022-03-29
WAS,CHI,43,49,2,2:25,280,-400,2022-03-29
BKN,DET,25,32,1,2:49,-435,300,2022-03-29
WAS,CHI,43,49,2,2:04,230,-315,2022-03-29
DAL,LA,35,25,1,1:17,-1600,800,2022-03-29
WAS,CHI,44,49,2,2:04,230,-315,2022-03-29
DAL,LA,38,25,1,0:44,-2400,1000,2022-03-29
BKN,DET,25,32,1,2:49,-475,325,2022-03-29
WAS,CHI,44,49,2,1:41,210,-280,2022-03-29
BKN,DET,25,32,1,2:49,-525,350,2022-03-29
WAS,CHI,44,49,2,1:12,250,-350,2022-03-29
WAS,CHI,44,49,2,0:59,230,-315,2022-03-29
BKN,DET,25,32,1,2:49,-450,310,2022-03-29
PHI,MIL,50,44,2,2:53,-195,155,2022-03-29
BKN,DET,27,32,1,2:19,-420,290,2022-03-29
PHI,MIL,51,44,2,2:33,-195,155,2022-03-29
WAS,CHI,46,49,2,0:50,210,-280,2022-03-29
BKN,DET,27,32,1,2:03,-435,300,2022-03-29
PHI,MIL,54,44,2,2:20,-265,200,2022-03-29
WAS,CHI,46,49,2,0:27,230,-315,2022-03-29
BKN,DET,27,34,1,1:30,-400,280,2022-03-29
BKN,DET,30,34,1,1:06,-525,350,2022-03-29
PHI,MIL,54,46,2,2:16,-235,180,2022-03-29
BKN,DET,30,34,1,0:44,-625,400,2022-03-29
PHI,MIL,57,49,2,1:41,-235,180,2022-03-29
WAS,CHI,46,51,H,12:00,240,-330,2022-03-29
BKN,DET,30,34,1,0:32,-525,350,2022-03-29
PHI,MIL,59,51,2,1:11,-265,200,2022-03-29
BKN,DET,30,35,1,0:32,-525,350,2022-03-29
PHI,MIL,61,51,2,0:42,-330,240,2022-03-29
BKN,DET,33,35,2,12:00,-725,450,2022-03-29
PHI,MIL,61,51,2,0:07,-330,240,2022-03-29
BKN,DET,33,35,2,12:00,-625,400,2022-03-29
BKN,DET,33,35,2,12:00,-675,425,2022-03-29
PHI,MIL,61,51,H,12:00,-330,240,2022-03-29
BKN,DET,33,37,2,11:21,-675,425,2022-03-29
BKN,DET,33,37,2,11:08,-550,360,2022-03-29
BKN,DET,33,39,2,10:49,-450,310,2022-03-29
BKN,DET,37,39,2,10:02,-625,400,2022-03-29
BKN,DET,37,42,2,9:59,-525,350,2022-03-29
BKN,DET,37,42,2,9:44,-500,340,2022-03-29
BKN,DET,39,42,2,9:14,-575,375,2022-03-29
BKN,DET,39,44,2,9:03,-450,310,2022-03-29
BKN,DET,41,53,2,7:50,-195,155,2022-03-29
BKN,DET,41,53,2,7:50,-210,165,2022-03-29
BKN,DET,41,53,2,7:44,-195,155,2022-03-29
WAS,CHI,49,51,3,11:26,180,-235,2022-03-29
BKN,DET,41,53,2,7:12,-175,145,2022-03-29
