home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
CHA,NY,,,,,-320,250,2022-03-23
DET,ATL,,,,,165,-195,2022-03-23
IND,SAC,,,,,-225,185,2022-03-23
MEM,BKN,,,,,100,-120,2022-03-23
BOS,UTA,,,,,-200,170,2022-03-23
MIA,GS,,,,,-490,360,2022-03-23
CHA,NY,,,,,-350,250,2022-03-23
DET,ATL,,,,,155,-195,2022-03-23
IND,SAC,,,,,-265,200,2022-03-23
CHA,NY,0,0,1,11:43,-350,250,2022-03-23
DET,ATL,0,0,1,11:56,155,-195,2022-03-23
CHA,NY,0,0,1,11:08,-315,230,2022-03-23
CHA,NY,2,3,1,10:33,-300,220,2022-03-23
DET,ATL,2,0,1,10:36,145,-175,2022-03-23
IND,SAC,0,0,1,11:55,-220,170,2022-03-23
CHA,NY,4,5,1,10:02,-290,215,2022-03-23
DET,ATL,2,0,1,10:13,145,-175,2022-03-23
IND,SAC,0,2,1,11:30,-200,160,2022-03-23
CHA,NY,4,7,1,9:29,-280,210,2022-03-23
DET,ATL,2,0,1,9:46,130,-160,2022-03-23
IND,SAC,0,5,1,10:57,-160,130,2022-03-23
CHA,NY,6,9,1,9:11,-280,210,2022-03-23
DET,ATL,3,0,1,9:37,125,-155,2022-03-23
IND,SAC,0,5,1,10:40,-170,140,2022-03-23
CHA,NY,8,9,1,8:28,-280,210,2022-03-23
DET,ATL,3,2,1,9:11,150,-185,2022-03-23
IND,SAC,2,5,1,10:35,-175,145,2022-03-23
CHA,NY,8,11,1,7:52,-265,200,2022-03-23
DET,ATL,3,2,1,8:57,150,-185,2022-03-23
IND,SAC,4,7,1,9:56,-170,140,2022-03-23
CHA,NY,11,11,1,7:36,-280,210,2022-03-23
DET,ATL,3,4,1,8:39,155,-195,2022-03-23
IND,SAC,6,7,1,9:33,-185,150,2022-03-23
CHA,NY,11,12,1,7:36,-300,220,2022-03-23
DET,ATL,4,4,1,8:39,155,-195,2022-03-23
IND,SAC,7,7,1,9:28,-235,180,2022-03-23
CHA,NY,11,13,1,7:22,-315,230,2022-03-23
DET,ATL,5,4,1,8:28,155,-195,2022-03-23
IND,SAC,7,7,1,8:55,-245,185,2022-03-23
CHA,NY,11,15,1,7:13,-290,215,2022-03-23
DET,ATL,5,6,1,8:23,165,-210,2022-03-23
IND,SAC,9,7,1,8:42,-245,185,2022-03-23
DET,ATL,7,8,1,7:50,180,-235,2022-03-23
DET,ATL,7,11,1,7:20,200,-265,2022-03-23
DET,ATL,7,11,1,7:00,200,-265,2022-03-23
DET,ATL,10,11,1,6:13,180,-235,2022-03-23
CHA,NY,11,15,1,7:13,-370,260,2022-03-23
DET,ATL,10,11,1,5:40,165,-210,2022-03-23
CHA,NY,11,15,1,6:48,-290,215,2022-03-23
DET,ATL,12,14,1,5:07,170,-220,2022-03-23
IND,SAC,9,9,1,8:26,-245,185,2022-03-23
CHA,NY,14,18,1,6:16,-290,215,2022-03-23
DET,ATL,12,14,1,4:59,170,-220,2022-03-23
IND,SAC,9,10,1,8:01,-185,150,2022-03-23
CHA,NY,14,18,1,5:49,-255,190,2022-03-23
IND,SAC,9,13,1,7:23,-195,155,2022-03-23
CHA,NY,14,18,1,5:18,-290,215,2022-03-23
IND,SAC,9,13,1,7:17,-220,170,2022-03-23
CHA,NY,14,18,1,5:09,-280,210,2022-03-23
IND,SAC,9,16,1,6:59,-195,155,2022-03-23
IND,SAC,11,18,1,6:46,-175,145,2022-03-23
CHA,NY,14,21,1,4:27,-300,220,2022-03-23
IND,SAC,11,19,1,6:44,-175,145,2022-03-23
CHA,NY,16,23,1,3:59,-280,210,2022-03-23
DET,ATL,14,16,1,4:34,170,-220,2022-03-23
IND,SAC,13,19,1,6:29,-200,160,2022-03-23
CHA,NY,16,23,1,3:50,-255,190,2022-03-23
DET,ATL,14,18,1,3:59,200,-265,2022-03-23
IND,SAC,16,21,1,5:50,-220,170,2022-03-23
CHA,NY,16,26,1,3:27,-200,160,2022-03-23
DET,ATL,16,18,1,3:33,185,-245,2022-03-23
IND,SAC,19,21,1,5:25,-265,200,2022-03-23
CHA,NY,16,28,1,3:05,-165,135,2022-03-23
DET,ATL,18,18,1,3:10,165,-210,2022-03-23
IND,SAC,19,21,1,5:07,-235,180,2022-03-23
IND,SAC,21,23,1,4:44,-235,180,2022-03-23
IND,SAC,23,23,1,4:12,-245,185,2022-03-23
IND,SAC,23,26,1,3:40,-210,165,2022-03-23
DET,ATL,18,18,1,3:10,155,-195,2022-03-23
IND,SAC,26,26,1,3:22,-255,190,2022-03-23
CHA,NY,16,28,1,3:06,-145,115,2022-03-23
DET,ATL,18,18,1,3:24,155,-195,2022-03-23
CHA,NY,18,28,1,2:27,-165,135,2022-03-23
DET,ATL,18,18,1,3:02,150,-185,2022-03-23
CHA,NY,18,31,1,1:55,-135,105,2022-03-23
DET,ATL,18,20,1,2:33,170,-220,2022-03-23
CHA,NY,18,34,1,1:25,-105,-125,2022-03-23
DET,ATL,18,20,1,2:14,165,-210,2022-03-23
CHA,NY,20,37,1,0:59,110,-140,2022-03-23
DET,ATL,19,20,1,2:09,170,-220,2022-03-23
CHA,NY,22,37,1,0:42,100,-130,2022-03-23
DET,ATL,19,22,1,1:43,190,-255,2022-03-23
IND,SAC,26,26,1,3:21,-255,190,2022-03-23
CHA,NY,23,37,1,0:24,-110,-120,2022-03-23
DET,ATL,22,22,1,1:18,160,-200,2022-03-23
IND,SAC,28,26,1,2:43,-280,210,2022-03-23
CHA,NY,23,37,1,0:17,-110,-120,2022-03-23
DET,ATL,24,24,1,0:48,155,-195,2022-03-23
IND,SAC,28,27,1,2:35,-255,190,2022-03-23
CHA,NY,24,37,1,0:15,-105,-125,2022-03-23
DET,ATL,24,28,1,0:34,210,-280,2022-03-23
IND,SAC,31,28,1,2:10,-280,210,2022-03-23
CHA,NY,24,37,1,0:09,-105,-125,2022-03-23
DET,ATL,24,29,1,0:26,180,-235,2022-03-23
IND,SAC,31,28,1,2:05,-280,210,2022-03-23
CHA,NY,24,40,2,12:00,120,-150,2022-03-23
DET,ATL,26,31,2,12:00,210,-280,2022-03-23
IND,SAC,31,30,1,1:29,-265,200,2022-03-23
DET,ATL,26,31,2,12:00,220,-300,2022-03-23
IND,SAC,31,30,1,1:25,-235,180,2022-03-23
CHA,NY,24,40,2,12:00,130,-160,2022-03-23
IND,SAC,31,31,1,1:24,-220,170,2022-03-23
CHA,NY,24,40,2,12:00,140,-170,2022-03-23
IND,SAC,31,32,1,1:09,-220,170,2022-03-23
IND,SAC,31,35,1,0:57,-175,145,2022-03-23
DET,ATL,26,31,2,12:00,250,-350,2022-03-23
IND,SAC,31,35,1,0:28,-160,130,2022-03-23
CHA,NY,24,43,2,11:29,185,-245,2022-03-23
DET,ATL,29,31,2,11:37,200,-265,2022-03-23
IND,SAC,31,37,1,0:15,-140,110,2022-03-23
CHA,NY,26,43,2,11:03,145,-175,2022-03-23
DET,ATL,32,31,2,11:07,155,-195,2022-03-23
