home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
PHI,CHI,,,,,-320,250,2022-03-07
DET,ATL,,,,,230,-290,2022-03-07
MIA,HOU,,,,,-1750,950,2022-03-07
MIN,POR,,,,,-1125,700,2022-03-07
SA,LA,,,,,-140,120,2022-03-07
DAL,UTA,,,,,-150,130,2022-03-07
DEN,GS,,,,,-365,280,2022-03-07
SAC,NY,,,,,-170,150,2022-03-07
DAL,UTA,,,,,-145,125,2022-03-07
SA,LA,,,,,-210,175,2022-03-07
SA,LA,,,,,-240,195,2022-03-07
SA,LA,,,,,-255,205,2022-03-07
PHI,CHI,,,,,-330,240,2022-03-07
DET,ATL,,,,,230,-315,2022-03-07
SA,LA,,,,,-275,220,2022-03-07
SA,LA,,,,,-265,215,2022-03-07
PHI,CHI,0.0,0.0,1.0,11:57,-350,250,2022-03-07
DET,ATL,0.0,0.0,1.0,11:39,220,-300,2022-03-07
PHI,CHI,0.0,0.0,1.0,11:14,-350,250,2022-03-07
DET,ATL,3.0,3.0,1.0,11:08,220,-300,2022-03-07
PHI,CHI,0.0,2.0,1.0,10:48,-330,240,2022-03-07
DET,ATL,3.0,3.0,1.0,10:44,210,-280,2022-03-07
PHI,CHI,3.0,2.0,1.0,10:18,-330,240,2022-03-07
DET,ATL,4.0,3.0,1.0,10:44,210,-280,2022-03-07
