home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
CLE,PHI,,,,,145,-165,2022-03-16
WAS,DEN,,,,,205,-255,2022-03-16
CHA,ATL,,,,,-115,-105,2022-03-16
BKN,DAL,,,,,130,-150,2022-03-16
NY,POR,,,,,-850,575,2022-03-16
CLE,PHI,0,0,1,11:53,145,-175,2022-03-16
WAS,DEN,,,,,200,-265,2022-03-16
CHA,ATL,0,0,1,11:59,-110,-120,2022-03-16
CLE,PHI,0,2,1,11:20,150,-185,2022-03-16
WAS,DEN,0,0,1,11:55,200,-265,2022-03-16
CHA,ATL,0,3,1,11:24,105,-135,2022-03-16
CLE,PHI,0,2,1,10:48,155,-195,2022-03-16
WAS,DEN,0,0,1,11:40,185,-245,2022-03-16
CHA,ATL,3,3,1,11:07,-120,-110,2022-03-16
CLE,PHI,0,2,1,10:29,170,-220,2022-03-16
WAS,DEN,1,2,1,11:26,200,-265,2022-03-16
CHA,ATL,3,3,1,10:31,-120,-110,2022-03-16
CLE,PHI,0,3,1,10:29,155,-195,2022-03-16
WAS,DEN,1,2,1,11:11,210,-280,2022-03-16
CHA,ATL,3,5,1,10:32,-110,-120,2022-03-16
CLE,PHI,0,4,1,10:00,170,-220,2022-03-16
WAS,DEN,3,2,1,10:24,180,-235,2022-03-16
CHA,ATL,3,8,1,10:04,115,-145,2022-03-16
CLE,PHI,2,6,1,9:29,150,-185,2022-03-16
WAS,DEN,3,3,1,10:24,185,-245,2022-03-16
CHA,ATL,4,8,1,10:04,110,-140,2022-03-16
CLE,PHI,2,6,1,9:20,160,-200,2022-03-16
WAS,DEN,3,4,1,10:18,190,-255,2022-03-16
CHA,ATL,7,8,1,10:04,-115,-115,2022-03-16
CLE,PHI,2,6,1,9:10,170,-220,2022-03-16
WAS,DEN,3,4,1,10:00,180,-235,2022-03-16
CHA,ATL,7,8,1,9:57,-115,-115,2022-03-16
CLE,PHI,4,8,1,8:39,160,-200,2022-03-16
WAS,DEN,4,4,1,9:52,200,-265,2022-03-16
CHA,ATL,10,8,1,9:24,-135,105,2022-03-16
CLE,PHI,4,10,1,8:28,170,-220,2022-03-16
WAS,DEN,6,7,1,9:24,220,-300,2022-03-16
CHA,ATL,12,8,1,8:50,-135,105,2022-03-16
CLE,PHI,4,12,1,7:52,190,-255,2022-03-16
WAS,DEN,6,10,1,9:24,230,-315,2022-03-16
CHA,ATL,14,13,1,8:19,-120,-110,2022-03-16
CLE,PHI,4,14,1,7:34,215,-290,2022-03-16
WAS,DEN,6,13,1,8:49,300,-435,2022-03-16
CHA,ATL,14,13,1,7:46,-115,-115,2022-03-16
CLE,PHI,4,14,1,7:34,240,-330,2022-03-16
WAS,DEN,8,13,1,8:18,240,-330,2022-03-16
CHA,ATL,16,13,1,7:21,-130,100,2022-03-16
CLE,PHI,4,14,1,7:34,270,-385,2022-03-16
