home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
ORL,GS,51,45,3,9:10,105,-135,2022-03-22
NY,ATL,52,55,2,2:45,170,-220,2022-03-22
ORL,GS,51,47,3,8:39,125,-155,2022-03-22
NY,ATL,52,55,2,2:45,155,-195,2022-03-22
ORL,GS,51,47,3,8:23,140,-170,2022-03-22
NY,ATL,52,56,2,2:44,170,-220,2022-03-22
ORL,GS,51,47,3,8:01,100,-130,2022-03-22
NY,ATL,52,57,2,2:12,180,-235,2022-03-22
ORL,GS,51,47,3,8:00,120,-150,2022-03-22
ORL,GS,52,49,3,7:38,130,-160,2022-03-22
NY,ATL,52,59,2,1:40,190,-255,2022-03-22
ORL,GS,52,52,3,7:04,185,-245,2022-03-22
NY,ATL,53,59,2,1:37,200,-265,2022-03-22
ORL,GS,52,55,3,6:38,210,-280,2022-03-22
NY,ATL,53,61,2,1:07,250,-350,2022-03-22
ORL,GS,52,55,3,6:38,240,-330,2022-03-22
NY,ATL,53,61,2,0:59,210,-280,2022-03-22
NY,ATL,55,61,2,0:48,230,-315,2022-03-22
NY,ATL,55,64,2,0:21,300,-435,2022-03-22
NY,ATL,58,64,2,0:14,240,-330,2022-03-22
NY,ATL,58,64,3,12:00,230,-315,2022-03-22
ORL,GS,52,55,3,6:18,270,-385,2022-03-22
ORL,GS,55,55,3,5:44,185,-245,2022-03-22
NY,ATL,58,64,3,12:00,220,-300,2022-03-22
ORL,GS,57,58,3,5:18,240,-330,2022-03-22
ORL,GS,58,58,3,5:17,185,-245,2022-03-22
NY,ATL,58,64,3,12:00,210,-280,2022-03-22
ORL,GS,58,58,3,5:05,185,-245,2022-03-22
ORL,GS,58,58,3,4:50,185,-245,2022-03-22
ORL,GS,58,61,3,4:34,240,-330,2022-03-22
ORL,GS,58,61,3,4:12,200,-265,2022-03-22
ORL,GS,60,61,3,4:12,180,-235,2022-03-22
ORL,GS,61,63,3,3:57,210,-280,2022-03-22
ORL,GS,61,66,3,3:26,240,-330,2022-03-22
NY,ATL,58,64,3,12:00,190,-255,2022-03-22
ORL,GS,61,69,3,3:12,500,-825,2022-03-22
NY,ATL,58,64,3,12:00,200,-265,2022-03-22
ORL,GS,61,69,3,3:12,475,-775,2022-03-22
ORL,GS,61,69,3,2:50,600,-1050,2022-03-22
ORL,GS,63,69,3,2:27,425,-675,2022-03-22
ORL,GS,63,70,3,2:27,475,-775,2022-03-22
ORL,GS,63,70,3,2:27,425,-675,2022-03-22
ORL,GS,63,70,3,2:14,450,-725,2022-03-22
ORL,GS,63,70,3,2:14,550,-950,2022-03-22
ORL,GS,63,72,3,1:37,650,-1150,2022-03-22
ORL,GS,63,72,3,1:31,650,-1150,2022-03-22
ORL,GS,65,72,3,1:30,600,-1050,2022-03-22
ORL,GS,65,72,3,1:25,600,-1050,2022-03-22
ORL,GS,65,73,3,1:16,700,-1300,2022-03-22
ORL,GS,65,73,3,0:48,550,-950,2022-03-22
ORL,GS,65,73,3,0:20,650,-1150,2022-03-22
NY,ATL,58,64,3,11:54,240,-330,2022-03-22
ORL,GS,65,73,3,0:13,600,-1050,2022-03-22
NY,ATL,58,64,3,11:32,260,-370,2022-03-22
ORL,GS,65,74,3,0:12,650,-1150,2022-03-22
NY,ATL,58,64,3,11:15,240,-330,2022-03-22
ORL,GS,65,74,4,12:00,750,-1450,2022-03-22
ORL,GS,65,74,4,12:00,700,-1300,2022-03-22
NY,ATL,58,67,3,10:38,300,-435,2022-03-22
NY,ATL,60,70,3,10:04,350,-525,2022-03-22
NY,ATL,60,70,3,9:27,385,-600,2022-03-22
NY,ATL,60,70,3,9:17,400,-625,2022-03-22
NY,ATL,62,70,3,8:39,400,-625,2022-03-22
ORL,GS,65,74,4,11:58,650,-1150,2022-03-22
NY,ATL,64,73,3,8:08,360,-550,2022-03-22
ORL,GS,65,77,4,11:31,850,-1800,2022-03-22
NY,ATL,66,73,3,7:37,260,-370,2022-03-22
ORL,GS,65,77,4,11:09,1200,-3200,2022-03-22
NY,ATL,68,73,3,7:31,240,-330,2022-03-22
ORL,GS,67,79,4,10:42,1200,-3200,2022-03-22
ORL,GS,67,79,4,10:20,1000,-2400,2022-03-22
ORL,GS,70,79,4,9:58,900,-2000,2022-03-22
ORL,GS,70,79,4,9:47,1000,-2400,2022-03-22
ORL,GS,70,79,4,9:27,1000,-2400,2022-03-22
ORL,GS,73,79,4,9:20,800,-1600,2022-03-22
NY,ATL,71,73,3,6:57,170,-220,2022-03-22
ORL,GS,73,79,4,9:20,900,-2000,2022-03-22
NY,ATL,71,76,3,6:28,210,-280,2022-03-22
NY,ATL,71,76,3,6:11,210,-280,2022-03-22
NY,ATL,71,76,3,6:05,200,-265,2022-03-22
NY,ATL,71,76,3,6:02,250,-350,2022-03-22
ORL,GS,73,79,4,9:04,750,-1450,2022-03-22
NY,ATL,71,76,3,5:32,220,-300,2022-03-22
ORL,GS,75,79,4,8:43,425,-675,2022-03-22
NY,ATL,71,76,3,5:16,250,-350,2022-03-22
ORL,GS,75,79,4,8:32,425,-675,2022-03-22
NY,ATL,71,78,3,4:44,300,-435,2022-03-22
ORL,GS,75,79,4,8:16,650,-1150,2022-03-22
NY,ATL,71,78,3,4:44,260,-370,2022-03-22
NY,ATL,71,77,3,4:44,260,-370,2022-03-22
ORL,GS,75,79,4,8:16,550,-950,2022-03-22
NY,ATL,73,77,3,4:21,240,-330,2022-03-22
ORL,GS,75,79,4,8:15,385,-600,2022-03-22
NY,ATL,73,78,3,4:17,230,-315,2022-03-22
ORL,GS,75,79,4,7:53,400,-625,2022-03-22
NY,ATL,73,78,3,3:44,350,-525,2022-03-22
ORL,GS,75,79,4,7:39,400,-625,2022-03-22
NY,ATL,76,81,3,3:12,270,-385,2022-03-22
ORL,GS,75,79,4,7:21,385,-600,2022-03-22
NY,ATL,76,82,3,3:12,300,-435,2022-03-22
ORL,GS,75,79,4,6:48,550,-950,2022-03-22
NY,ATL,76,83,3,3:08,310,-450,2022-03-22
ORL,GS,78,79,4,6:26,310,-450,2022-03-22
NY,ATL,78,83,3,2:39,280,-400,2022-03-22
ORL,GS,78,79,4,6:26,180,-235,2022-03-22
NY,ATL,78,83,3,2:24,240,-330,2022-03-22
ORL,GS,78,79,4,6:26,200,-265,2022-03-22
NY,ATL,78,83,3,2:10,250,-350,2022-03-22
ORL,GS,78,79,4,6:26,185,-245,2022-03-22
NY,ATL,79,83,3,2:10,220,-300,2022-03-22
ORL,GS,80,81,4,5:37,190,-255,2022-03-22
NY,ATL,80,83,3,2:05,210,-280,2022-03-22
ORL,GS,80,81,4,5:30,160,-200,2022-03-22
NY,ATL,80,83,3,1:39,170,-220,2022-03-22
ORL,GS,80,81,4,4:56,140,-170,2022-03-22
NY,ATL,81,83,3,1:38,190,-255,2022-03-22
ORL,GS,80,81,4,4:21,175,-225,2022-03-22
NY,ATL,83,83,3,1:07,135,-165,2022-03-22
ORL,GS,80,81,4,4:16,165,-210,2022-03-22
NY,ATL,85,83,3,0:38,100,-130,2022-03-22
ORL,GS,80,83,4,3:45,220,-300,2022-03-22
NY,ATL,85,83,3,0:34,105,-135,2022-03-22
ORL,GS,82,85,4,3:17,230,-315,2022-03-22
NY,ATL,85,85,3,0:30,115,-145,2022-03-22
ORL,GS,84,85,4,2:48,180,-235,2022-03-22
NY,ATL,88,85,3,0:01,115,-145,2022-03-22
ORL,GS,84,85,4,2:32,130,-160,2022-03-22
NY,ATL,89,87,3,,-135,105,2022-03-22
NY,ATL,89,87,4,12:00,-115,-115,2022-03-22
ORL,GS,86,85,4,1:45,125,-155,2022-03-22
NY,ATL,89,87,4,12:00,-120,-110,2022-03-22
NY,ATL,89,87,4,11:55,-120,-110,2022-03-22
NY,ATL,89,87,4,11:24,100,-130,2022-03-22
NY,ATL,89,87,4,10:55,105,-135,2022-03-22
NY,ATL,91,87,4,10:23,-150,120,2022-03-22
NY,ATL,91,87,4,9:49,-185,150,2022-03-22
NY,ATL,92,87,4,9:48,-220,170,2022-03-22
NY,ATL,93,87,4,9:27,-315,230,2022-03-22
NY,ATL,96,87,4,9:13,-525,350,2022-03-22
NY,ATL,96,87,4,9:13,-400,280,2022-03-22
NY,ATL,96,87,4,9:13,-435,300,2022-03-22
NY,ATL,96,87,4,9:17,-435,300,2022-03-22
NY,ATL,96,88,4,9:07,-350,250,2022-03-22
NY,ATL,96,89,4,9:01,-330,240,2022-03-22
NY,ATL,99,89,4,8:19,-500,340,2022-03-22
NY,ATL,99,92,4,8:02,-330,240,2022-03-22
NY,ATL,99,92,4,7:43,-265,200,2022-03-22
NY,ATL,99,94,4,7:19,-185,150,2022-03-22
NY,ATL,99,94,4,7:19,-155,125,2022-03-22
NY,ATL,99,94,4,7:19,-165,135,2022-03-22
NY,ATL,99,96,4,6:37,-135,105,2022-03-22
NY,ATL,99,96,4,6:10,120,-150,2022-03-22
NY,ATL,99,96,4,6:03,100,-130,2022-03-22
NY,ATL,99,96,4,5:33,-140,110,2022-03-22
NY,ATL,99,96,4,5:18,-160,130,2022-03-22
NY,ATL,99,96,4,5:18,-145,115,2022-03-22
NY,ATL,101,96,4,4:55,-145,115,2022-03-22
NY,ATL,103,98,4,4:23,-195,155,2022-03-22
NY,ATL,103,98,4,3:57,-200,160,2022-03-22
NY,ATL,103,99,4,4:10,-195,155,2022-03-22
NY,ATL,103,100,4,3:42,-145,115,2022-03-22
