home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
MIL,BOS,112,114,4,5:56,-120,-110,2022-04-07
TOR,PHI,104,99,4,4:36,-315,230,2022-04-07
MIL,BOS,115,114,4,5:25,-255,190,2022-04-07
TOR,PHI,106,99,4,4:07,-475,325,2022-04-07
MIL,BOS,115,116,4,4:55,-200,160,2022-04-07
TOR,PHI,106,99,4,3:43,-525,350,2022-04-07
MIL,BOS,117,116,4,4:45,-280,210,2022-04-07
TOR,PHI,108,102,4,2:54,-420,290,2022-04-07
MIL,BOS,118,116,4,4:35,-315,230,2022-04-07
TOR,PHI,108,103,4,2:46,-370,260,2022-04-07
MIL,BOS,118,119,4,3:54,-130,100,2022-04-07
TOR,PHI,111,104,4,2:29,-725,450,2022-04-07
MIL,BOS,118,119,4,3:48,-160,130,2022-04-07
MIL,BOS,118,119,4,3:02,-150,120,2022-04-07
MIL,BOS,118,119,4,2:58,-110,-120,2022-04-07
MIL,BOS,118,119,4,2:52,-110,-120,2022-04-07
MIL,BOS,118,121,4,2:25,140,-170,2022-04-07
MIL,BOS,124,121,4,0:42,-145,115,2022-04-07
MIL,BOS,127,121,4,0:22,-145,115,2022-04-07
MIN,SA,97,82,4,11:57,-3500,1300,2022-04-07
DEN,MEM,58,42,2,5:30,-825,500,2022-04-07
GS,LA,,,,,-1125,700,2022-04-07
WAS,NY,,,,,-115,-105,2022-04-07
DET,MIL,,,,,245,-310,2022-04-07
BKN,CLE,,,,,-280,225,2022-04-07
TOR,HOU,,,,,-1375,800,2022-04-07
MIN,SA,100,82,4,11:26,-4500,1500,2022-04-07
NO,POR,107,81,4,8:31,-4500,1500,2022-04-07
NO,POR,107,81,4,8:11,-4500,1500,2022-04-07
MIN,SA,100,85,4,10:34,-4500,1500,2022-04-07
NO,POR,107,81,4,7:54,-4500,1500,2022-04-07
DEN,MEM,58,42,2,5:18,-825,500,2022-04-07
MIN,SA,101,85,4,10:34,-4500,1500,2022-04-07
DEN,MEM,58,42,2,4:57,-1050,600,2022-04-07
MIN,SA,102,85,4,10:25,-4500,1500,2022-04-07
NO,POR,110,81,4,7:29,-4500,1500,2022-04-07
DEN,MEM,58,42,2,4:54,-1050,600,2022-04-07
DEN,MEM,59,42,2,4:50,-1150,650,2022-04-07
DEN,MEM,59,45,2,4:31,-775,475,2022-04-07
NO,POR,110,83,4,6:40,-4500,1500,2022-04-07
DEN,MEM,59,45,2,4:09,-675,425,2022-04-07
DEN,MEM,62,47,2,3:31,-950,550,2022-04-07
DEN,MEM,62,47,2,3:08,-1050,600,2022-04-07
DEN,MEM,66,47,2,2:36,-1300,700,2022-04-07
DEN,MEM,66,47,2,2:32,-1450,750,2022-04-07
DEN,MEM,66,47,2,2:32,-1300,700,2022-04-07
MIN,SA,107,93,4,8:21,-4500,1500,2022-04-07
DEN,MEM,66,47,2,2:23,-1450,750,2022-04-07
GS,LA,0,2,1,11:33,-1150,650,2022-04-07
MIN,SA,109,93,4,8:12,-4500,1500,2022-04-07
DEN,MEM,68,47,2,1:55,-2000,900,2022-04-07
GS,LA,2,2,1,11:06,-1600,800,2022-04-07
MIN,SA,109,95,4,8:10,-4500,1500,2022-04-07
DEN,MEM,68,49,2,1:37,-1600,800,2022-04-07
GS,LA,2,4,1,10:32,-1300,700,2022-04-07
MIN,SA,109,95,4,7:51,-4000,1400,2022-04-07
DEN,MEM,68,49,2,1:27,-2000,900,2022-04-07
GS,LA,2,9,1,10:10,-1300,700,2022-04-07
MIN,SA,109,97,4,7:38,-3200,1200,2022-04-07
DEN,MEM,70,49,2,1:24,-2000,900,2022-04-07
GS,LA,2,9,1,9:54,-1150,650,2022-04-07
MIN,SA,109,100,4,7:14,-1800,850,2022-04-07
NO,POR,112,83,4,6:16,-4500,1500,2022-04-07
DEN,MEM,70,51,2,0:57,-2000,900,2022-04-07
GS,LA,4,9,1,9:54,-1300,700,2022-04-07
MIN,SA,112,100,4,6:48,-2800,1100,2022-04-07
NO,POR,112,83,4,5:53,-4500,1500,2022-04-07
DEN,MEM,70,53,2,0:30,-1450,750,2022-04-07
GS,LA,4,10,1,9:45,-950,550,2022-04-07
DEN,MEM,70,53,H,12:00,-1150,650,2022-04-07
GS,LA,6,11,1,9:28,-675,425,2022-04-07
DEN,MEM,70,53,3,12:00,-1450,750,2022-04-07
GS,LA,6,11,1,9:13,-825,500,2022-04-07
GS,LA,9,11,1,8:46,-1050,600,2022-04-07
NO,POR,117,88,4,4:06,-4500,1500,2022-04-07
GS,LA,9,11,1,8:37,-825,500,2022-04-07
GS,LA,12,11,1,8:09,-1150,650,2022-04-07
GS,LA,12,13,1,7:43,-950,550,2022-04-07
NO,POR,122,90,4,2:48,-4500,1500,2022-04-07
GS,LA,12,14,1,7:43,-775,475,2022-04-07
NO,POR,122,90,4,2:45,-4500,1500,2022-04-07
GS,LA,12,14,1,7:43,-675,425,2022-04-07
NO,POR,125,90,4,2:10,-4500,1500,2022-04-07
NO,POR,126,90,4,2:03,-4500,1500,2022-04-07
NO,POR,127,90,4,1:54,-4500,1500,2022-04-07
NO,POR,127,94,4,1:00,-4500,1500,2022-04-07
GS,LA,12,16,1,7:33,-625,400,2022-04-07
GS,LA,15,18,1,7:08,-525,350,2022-04-07
MIN,SA,117,106,4,4:33,-4000,1400,2022-04-07
GS,LA,15,18,1,6:47,-600,385,2022-04-07
GS,LA,15,22,1,6:27,-525,350,2022-04-07
GS,LA,15,23,1,6:26,-450,310,2022-04-07
GS,LA,15,23,1,6:07,-450,310,2022-04-07
GS,LA,18,23,1,5:42,-600,385,2022-04-07
GS,LA,18,23,1,5:40,-625,400,2022-04-07
GS,LA,18,24,1,5:40,-600,385,2022-04-07
GS,LA,18,24,1,5:39,-625,400,2022-04-07
GS,LA,18,26,1,4:59,-625,400,2022-04-07
GS,LA,18,27,1,4:59,-525,350,2022-04-07
GS,LA,20,27,1,4:23,-600,385,2022-04-07
GS,LA,20,27,1,3:51,-525,350,2022-04-07
DEN,MEM,70,53,3,11:47,-1450,750,2022-04-07
GS,LA,20,27,1,3:23,-550,360,2022-04-07
DEN,MEM,73,53,3,11:23,-2000,900,2022-04-07
GS,LA,23,27,1,2:57,-600,385,2022-04-07
DEN,MEM,73,53,3,11:14,-1800,850,2022-04-07
GS,LA,23,27,1,2:57,-625,400,2022-04-07
DEN,MEM,73,53,3,11:12,-2000,900,2022-04-07
DEN,MEM,73,53,3,11:07,-2000,900,2022-04-07
DEN,MEM,75,53,3,10:47,-2800,1100,2022-04-07
