home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
SA,LA,114,110,4,0:26,-2000,900,2022-03-07
DAL,UTA,109,103,4,0:17,-3500,1300,2022-03-07
DEN,GS,102,92,3,1:56,-1300,700,2022-03-07
SAC,NY,14,4,1,6:52,-370,260,2022-03-07
SA,LA,115,110,4,0:25,-2000,900,2022-03-07
DEN,GS,102,94,3,1:39,-825,500,2022-03-07
SAC,NY,14,5,1,6:49,-350,250,2022-03-07
DAL,UTA,111,103,4,0:14,-3500,1300,2022-03-07
DEN,GS,102,94,3,1:14,-775,475,2022-03-07
SAC,NY,16,6,1,6:38,-330,240,2022-03-07
DAL,UTA,111,103,4,0:12,-3500,1300,2022-03-07
DEN,GS,102,96,3,0:59,-600,385,2022-03-07
SAC,NY,17,6,1,6:26,-400,280,2022-03-07
DAL,UTA,111,103,4,,-3500,1300,2022-03-07
DEN,GS,102,97,3,1:05,-600,385,2022-03-07
SAC,NY,17,8,1,6:00,-370,260,2022-03-07
SA,LA,115,110,4,0:18,-2000,900,2022-03-07
DEN,GS,102,99,3,0:36,-500,340,2022-03-07
SAC,NY,17,11,1,5:33,-280,210,2022-03-07
SA,LA,116,110,4,0:18,-2000,900,2022-03-07
DEN,GS,103,99,3,0:36,-245,185,2022-03-07
SAC,NY,18,11,1,5:23,-280,210,2022-03-07
SA,LA,117,110,4,0:18,-2000,900,2022-03-07
DEN,GS,104,99,3,0:22,-245,185,2022-03-07
SAC,NY,19,11,1,5:12,-300,220,2022-03-07
DEN,GS,104,101,3,,-280,210,2022-03-07
SAC,NY,19,11,1,5:09,-300,220,2022-03-07
DEN,GS,104,101,4,12:00,-280,210,2022-03-07
SAC,NY,19,11,1,4:48,-330,240,2022-03-07
SAC,NY,20,11,1,4:48,-330,240,2022-03-07
SA,LA,117,110,F,,-2000,900,2022-03-07
SAC,NY,20,11,1,4:34,-315,230,2022-03-07
SAC,NY,20,11,1,4:18,-350,250,2022-03-07
SAC,NY,23,11,1,3:58,-400,280,2022-03-07
DEN,GS,104,101,4,11:49,-300,220,2022-03-07
SAC,NY,23,11,1,3:47,-400,280,2022-03-07
DEN,GS,105,101,4,11:49,-315,230,2022-03-07
SAC,NY,23,11,1,3:25,-400,280,2022-03-07
DEN,GS,106,101,4,11:24,-435,300,2022-03-07
SAC,NY,24,11,1,3:25,-450,310,2022-03-07
DEN,GS,108,101,4,10:51,-625,400,2022-03-07
SAC,NY,25,11,1,3:19,-475,325,2022-03-07
DEN,GS,108,101,4,10:40,-625,400,2022-03-07
SAC,NY,27,13,1,2:47,-475,325,2022-03-07
DEN,GS,108,101,4,10:23,-575,375,2022-03-07
DEN,GS,108,102,4,10:23,-675,425,2022-03-07
DEN,GS,108,103,4,10:06,-575,375,2022-03-07
DEN,GS,108,103,4,9:54,-525,350,2022-03-07
DEN,GS,108,103,4,9:49,-435,300,2022-03-07
DEN,GS,108,105,4,9:40,-400,280,2022-03-07
SAC,NY,27,15,1,2:35,-450,310,2022-03-07
DEN,GS,108,105,4,9:40,-185,150,2022-03-07
SAC,NY,27,15,1,2:27,-450,310,2022-03-07
DEN,GS,108,105,4,9:21,-175,145,2022-03-07
SAC,NY,27,15,1,2:06,-450,310,2022-03-07
DEN,GS,111,105,4,9:13,-220,170,2022-03-07
SAC,NY,27,15,1,1:48,-400,280,2022-03-07
DEN,GS,111,105,4,9:02,-450,310,2022-03-07
SAC,NY,27,15,1,1:48,-435,300,2022-03-07
DEN,GS,111,105,4,9:02,-575,375,2022-03-07
SAC,NY,30,15,1,1:25,-525,350,2022-03-07
DEN,GS,111,105,4,9:02,-675,425,2022-03-07
SAC,NY,30,17,1,0:58,-475,325,2022-03-07
DEN,GS,111,105,4,8:58,-575,375,2022-03-07
SAC,NY,30,17,1,0:53,-550,360,2022-03-07
DEN,GS,113,105,4,8:40,-600,385,2022-03-07
SAC,NY,31,17,1,0:49,-550,360,2022-03-07
DEN,GS,115,105,4,8:30,-1050,600,2022-03-07
SAC,NY,33,17,1,0:16,-675,425,2022-03-07
DEN,GS,115,105,4,8:28,-1050,600,2022-03-07
SAC,NY,33,17,2,12:00,-675,425,2022-03-07
DEN,GS,115,105,4,8:08,-1450,750,2022-03-07
DEN,GS,115,106,4,8:02,-1600,800,2022-03-07
DEN,GS,115,108,4,7:27,-1150,650,2022-03-07
DEN,GS,115,108,4,7:02,-950,550,2022-03-07
DEN,GS,115,111,4,6:28,-450,310,2022-03-07
DEN,GS,115,111,4,5:58,-625,400,2022-03-07
SAC,NY,33,19,2,11:48,-600,385,2022-03-07
DEN,GS,115,111,4,5:58,-775,475,2022-03-07
SAC,NY,36,21,2,11:15,-675,425,2022-03-07
SAC,NY,37,21,2,11:12,-725,450,2022-03-07
SAC,NY,38,23,2,10:53,-675,425,2022-03-07
DEN,GS,115,111,4,5:58,-600,385,2022-03-07
SAC,NY,40,26,2,10:21,-550,360,2022-03-07
DEN,GS,115,111,4,5:58,-575,375,2022-03-07
SAC,NY,40,26,2,9:49,-625,400,2022-03-07
SAC,NY,40,26,2,9:21,-625,400,2022-03-07
DEN,GS,117,111,4,5:57,-725,450,2022-03-07
SAC,NY,40,26,2,9:03,-725,450,2022-03-07
DEN,GS,117,111,4,5:29,-1150,650,2022-03-07
SAC,NY,41,26,2,9:03,-775,475,2022-03-07
DEN,GS,117,111,4,5:14,-825,500,2022-03-07
SAC,NY,41,26,2,8:44,-775,475,2022-03-07
DEN,GS,117,114,4,4:42,-475,325,2022-03-07
SAC,NY,41,26,2,8:33,-675,425,2022-03-07
DEN,GS,117,114,4,4:08,-525,350,2022-03-07
SAC,NY,41,27,2,8:33,-625,400,2022-03-07
DEN,GS,117,114,4,3:41,-435,300,2022-03-07
SAC,NY,44,27,2,8:04,-950,550,2022-03-07
DEN,GS,119,114,4,3:23,-525,350,2022-03-07
SAC,NY,44,27,2,7:39,-950,550,2022-03-07
DEN,GS,119,114,4,3:23,-575,375,2022-03-07
SAC,NY,44,27,2,7:39,-825,500,2022-03-07
DEN,GS,119,114,4,3:29,-575,375,2022-03-07
DEN,GS,119,116,4,3:06,-575,375,2022-03-07
SAC,NY,44,27,2,7:44,-825,500,2022-03-07
DEN,GS,119,116,4,2:36,-575,375,2022-03-07
SAC,NY,44,27,2,7:28,-950,550,2022-03-07
DEN,GS,121,116,4,2:19,-575,375,2022-03-07
SAC,NY,44,27,2,7:13,-950,550,2022-03-07
DEN,GS,121,116,4,2:09,-575,375,2022-03-07
SAC,NY,44,27,2,7:13,-1150,650,2022-03-07
DEN,GS,121,117,4,2:05,-575,375,2022-03-07
SAC,NY,46,27,2,7:05,-1300,700,2022-03-07
DEN,GS,122,117,4,1:50,-575,375,2022-03-07
SAC,NY,46,27,2,6:56,-1300,700,2022-03-07
DEN,GS,123,117,4,1:58,-575,375,2022-03-07
SAC,NY,48,29,2,6:32,-1300,700,2022-03-07
DEN,GS,123,117,4,1:45,-575,375,2022-03-07
SAC,NY,48,29,2,6:26,-1300,700,2022-03-07
DEN,GS,125,117,4,1:27,-575,375,2022-03-07
SAC,NY,48,29,2,6:14,-1300,700,2022-03-07
DEN,GS,126,119,4,1:22,-575,375,2022-03-07
SAC,NY,49,29,2,6:14,-1600,800,2022-03-07
DEN,GS,126,122,4,0:49,-575,375,2022-03-07
SAC,NY,51,32,2,5:48,-1300,700,2022-03-07
DEN,GS,128,122,4,0:29,-575,375,2022-03-07
SAC,NY,51,35,2,5:15,-950,550,2022-03-07
DEN,GS,128,122,4,0:35,-575,375,2022-03-07
SAC,NY,54,37,2,4:43,-1150,650,2022-03-07
SAC,NY,54,39,2,4:13,-950,550,2022-03-07
SAC,NY,56,39,2,3:59,-1050,600,2022-03-07
DEN,GS,128,122,4,0:27,-575,375,2022-03-07
