home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline
PHI,CLE,,,,,-335,260
WAS,ATL,,,,,195,-240
DET,IND,,,,,120,-140
CHI,MIL,,,,,175,-210
TOR,ORL,,,,,-335,260
NO,UTA,,,,,165,-195
OKC,MIN,,,,,340,-450
DEN,HOU,,,,,-1125,700
PHO,NY,,,,,-275,220
OKC,MIN,,,,,350,-475
PHI,CLE,,,,,-350,250
WAS,ATL,,,,,185,-245
DET,IND,,,,,115,-145
PHI,CLE,0.0,0.0,1,11:52,-330,240
WAS,ATL,0.0,0.0,1,11:47,185,-245
DET,IND,0.0,2.0,1,11:42,120,-150
DEN,HOU,,,,,-760,525
PHI,CLE,2.0,2.0,1,11:20,-330,240
DET,IND,0.0,2.0,1,11:20,130,-160
PHI,CLE,4.0,4.0,1,10:55,-330,240
WAS,ATL,0.0,3.0,1,11:18,200,-265
DET,IND,0.0,4.0,1,10:57,140,-170
PHI,CLE,4.0,6.0,1,10:34,-300,220
WAS,ATL,0.0,4.0,1,11:20,210,-280
DET,IND,2.0,4.0,1,10:41,130,-160
PHI,CLE,4.0,6.0,1,10:22,-330,240
WAS,ATL,2.0,4.0,1,10:54,200,-265
DET,IND,2.0,6.0,1,10:02,145,-175
PHI,CLE,6.0,6.0,1,10:23,-350,250
WAS,ATL,5.0,6.0,1,10:55,210,-280
PHI,CLE,6.0,8.0,1,9:50,-330,240
WAS,ATL,5.0,6.0,1,10:06,190,-255
DET,IND,2.0,6.0,1,9:57,145,-175
PHI,CLE,9.0,10.0,1,9:23,-350,250
WAS,ATL,5.0,8.0,1,9:40,200,-265
DET,IND,2.0,6.0,1,9:57,150,-185
PHI,CLE,9.0,13.0,1,8:50,-280,210
WAS,ATL,5.0,8.0,1,9:21,200,-265
DET,IND,2.0,7.0,1,9:49,145,-175
PHI,CLE,11.0,15.0,1,8:15,-330,240
WAS,ATL,6.0,8.0,1,9:19,200,-265
DET,IND,6.0,7.0,1,9:26,110,-140
CHI,MIL,,,,,170,-200
PHI,CLE,11.0,15.0,1,7:56,-280,210
WAS,ATL,6.0,8.0,1,8:52,200,-265
DET,IND,9.0,9.0,1,8:53,100,-130
PHI,CLE,11.0,15.0,1,7:46,-280,210
WAS,ATL,6.0,10.0,1,8:36,210,-280
DET,IND,9.0,9.0,1,8:31,100,-130
PHI,CLE,11.0,17.0,1,7:15,-245,185
WAS,ATL,6.0,10.0,1,8:18,240,-330
DET,IND,9.0,11.0,1,8:15,110,-140
PHI,CLE,11.0,19.0,1,6:46,-200,160
WAS,ATL,6.0,12.0,1,8:16,250,-350
DET,IND,9.0,11.0,1,8:03,110,-140
PHI,CLE,11.0,19.0,1,6:46,-210,165
WAS,ATL,8.0,12.0,1,7:57,240,-330
DET,IND,10.0,13.0,1,7:50,115,-145
WAS,ATL,10.0,12.0,1,7:25,210,-280
DET,IND,13.0,13.0,1,7:22,110,-140
WAS,ATL,12.0,15.0,1,6:53,210,-280
DET,IND,15.0,13.0,1,7:04,110,-140
WAS,ATL,12.0,15.0,1,6:39,220,-300
DET,IND,14.0,13.0,1,7:04,105,-135
DEN,HOU,,,,,-650,460
PHI,CLE,13.0,20.0,1,6:33,-200,160
PHI,CLE,13.0,22.0,1,6:02,-200,160
DET,IND,14.0,13.0,1,7:04,110,-140
PHI,CLE,13.0,22.0,1,5:48,-210,165
DET,IND,18.0,13.0,1,6:36,-110,-120
PHI,CLE,13.0,23.0,1,5:49,-175,145
WAS,ATL,12.0,16.0,1,6:40,230,-315
DET,IND,20.0,16.0,1,6:04,-115,-115
PHI,CLE,13.0,24.0,1,5:41,-175,145
WAS,ATL,12.0,17.0,1,6:38,240,-330
DET,IND,20.0,16.0,1,5:51,-120,-110
PHI,CLE,13.0,26.0,1,5:05,-145,115
WAS,ATL,14.0,19.0,1,6:02,230,-315
DET,IND,26.0,18.0,1,5:12,-125,-105
PHI,CLE,15.0,26.0,1,4:35,-170,140
DET,IND,26.0,20.0,1,4:55,-135,105
PHI,CLE,15.0,26.0,1,4:18,-155,125
WAS,ATL,16.0,21.0,1,5:34,230,-315
DET,IND,26.0,20.0,1,4:47,-135,105
PHI,CLE,18.0,28.0,1,3:56,-140,110
WAS,ATL,19.0,23.0,1,5:02,210,-280
DET,IND,27.0,20.0,1,4:11,-135,105
PHI,CLE,18.0,33.0,1,3:22,-155,125
WAS,ATL,19.0,23.0,1,4:59,220,-300
DET,IND,27.0,23.0,1,3:43,-110,-120
PHI,CLE,18.0,33.0,1,3:10,-140,110
WAS,ATL,21.0,23.0,1,4:23,200,-265
DET,IND,28.0,23.0,1,3:43,-110,-120
PHI,CLE,18.0,36.0,1,2:41,110,-140
WAS,ATL,21.0,25.0,1,3:47,240,-330
DET,IND,29.0,23.0,1,3:29,-130,100
PHI,CLE,18.0,36.0,1,2:11,155,-195
WAS,ATL,21.0,25.0,1,3:30,230,-315
DET,IND,29.0,23.0,1,3:12,-140,110
PHI,CLE,18.0,36.0,1,2:11,160,-200
WAS,ATL,21.0,25.0,1,3:33,230,-315
DET,IND,30.0,23.0,1,3:11,-140,110
PHI,CLE,18.0,36.0,1,2:11,140,-170
WAS,ATL,21.0,27.0,1,2:58,250,-350
DET,IND,33.0,23.0,1,2:44,-160,130
PHI,CLE,18.0,36.0,1,2:11,130,-160
WAS,ATL,21.0,29.0,1,2:21,280,-400
DET,IND,32.0,23.0,1,2:44,-170,140
WAS,ATL,23.0,29.0,1,1:51,240,-330
DET,IND,32.0,23.0,1,2:44,-160,130
WAS,ATL,23.0,29.0,1,1:26,240,-330
DET,IND,32.0,23.0,1,2:44,-150,120
PHI,CLE,18.0,36.0,1,2:04,130,-160
PHI,CLE,21.0,39.0,1,1:34,140,-170
PHI,CLE,24.0,41.0,1,1:08,120,-150
DET,IND,32.0,23.0,1,2:43,-150,120
PHI,CLE,26.0,41.0,1,0:52,100,-130
DET,IND,35.0,23.0,1,2:22,-185,150
PHI,CLE,27.0,41.0,1,0:31,-115,-115
DET,IND,35.0,25.0,1,1:43,-170,140
PHI,CLE,30.0,41.0,1,0:08,-135,105
WAS,ATL,23.0,29.0,1,1:13,260,-370
DET,IND,37.0,28.0,1,1:11,-195,155
WAS,ATL,23.0,29.0,1,0:56,240,-330
DET,IND,37.0,28.0,1,0:57,-160,130
PHI,CLE,30.0,43.0,1,0:06,-130,100
WAS,ATL,25.0,29.0,1,0:39,230,-315
DET,IND,37.0,28.0,1,0:49,-160,130
PHI,CLE,30.0,43.0,1,,-120,-110
WAS,ATL,25.0,30.0,1,0:23,230,-315
DET,IND,37.0,30.0,1,0:29,-150,120
PHI,CLE,30.0,43.0,2,12:00,-130,100
WAS,ATL,25.0,31.0,1,0:25,240,-330
DET,IND,39.0,32.0,1,,-150,120
WAS,ATL,25.0,33.0,2,12:00,300,-435
DET,IND,39.0,32.0,2,12:00,-150,120
DET,IND,39.0,32.0,2,12:00,-155,125
PHI,CLE,30.0,43.0,2,12:00,-125,-105
PHI,CLE,30.0,43.0,2,11:56,-130,100
PHI,CLE,32.0,43.0,2,11:20,-130,100
WAS,ATL,25.0,33.0,2,12:00,310,-450
DET,IND,42.0,32.0,2,11:43,-175,145
PHI,CLE,32.0,43.0,2,11:04,-140,110
WAS,ATL,27.0,36.0,2,11:17,270,-385
DET,IND,42.0,35.0,2,11:05,-155,125
PHI,CLE,32.0,43.0,2,10:40,-155,125
WAS,ATL,30.0,39.0,2,10:38,350,-525
DET,IND,44.0,35.0,2,10:46,-165,135
CHI,MIL,,,,,160,-200
TOR,ORL,,,,,-350,250
PHI,CLE,34.0,43.0,2,10:40,-160,130
WAS,ATL,30.0,39.0,2,10:31,325,-475
DET,IND,47.0,35.0,2,10:21,-225,175
TOR,ORL,0.0,0.0,1,11:55,-350,250
PHI,CLE,34.0,45.0,2,10:21,-145,115
WAS,ATL,30.0,39.0,2,10:15,360,-550
DET,IND,50.0,35.0,2,9:57,-300,220
TOR,ORL,0.0,0.0,1,11:30,-315,230
PHI,CLE,34.0,46.0,2,10:18,-125,-105
WAS,ATL,32.0,41.0,2,9:33,360,-550
DET,IND,50.0,35.0,2,9:57,-350,250
TOR,ORL,2.0,0.0,1,11:01,-370,260
PHI,CLE,34.0,48.0,2,9:49,-110,-120
WAS,ATL,34.0,43.0,2,9:01,375,-575
TOR,ORL,2.0,0.0,1,10:38,-370,260
PHI,CLE,34.0,48.0,2,9:32,-110,-120
WAS,ATL,34.0,45.0,2,8:37,400,-625
DET,IND,50.0,35.0,2,9:57,-330,240
TOR,ORL,2.0,3.0,1,10:03,-300,220
PHI,CLE,34.0,50.0,2,9:06,120,-150
WAS,ATL,34.0,45.0,2,8:37,385,-600
DET,IND,50.0,35.0,2,9:57,-315,230
TOR,ORL,4.0,6.0,1,9:38,-280,210
PHI,CLE,34.0,50.0,2,8:35,130,-160
TOR,ORL,4.0,7.0,1,9:27,-265,200
PHI,CLE,34.0,50.0,2,8:30,145,-175
TOR,ORL,4.0,8.0,1,9:13,-235,180
PHI,CLE,34.0,50.0,2,8:18,135,-165
DET,IND,50.0,38.0,2,9:15,-200,160
TOR,ORL,6.0,12.0,1,8:41,-245,185
PHI,CLE,37.0,50.0,2,8:05,100,-130
