home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
SA,OKC,93,85,3,1:04,-1150,650,2022-03-16
UTA,CHI,54,49,3,12:00,-370,260,2022-03-16
GS,BOS,10,14,1,6:32,-105,-125,2022-03-16
SAC,MIL,13,14,1,6:56,325,-475,2022-03-16
LA,TOR,,,,,110,-130,2022-03-16
ORL,DET,,,,,-165,145,2022-03-16
SA,OKC,96,88,3,0:36,-1150,650,2022-03-16
SA,OKC,98,88,3,0:21,-1600,800,2022-03-16
SAC,MIL,13,14,1,6:56,280,-400,2022-03-16
SA,OKC,98,91,4,12:00,-1050,600,2022-03-16
UTA,CHI,54,51,3,11:40,-330,240,2022-03-16
GS,BOS,10,14,1,6:22,105,-135,2022-03-16
SAC,MIL,13,14,1,6:27,280,-400,2022-03-16
UTA,CHI,56,53,3,11:03,-300,220,2022-03-16
GS,BOS,10,14,1,5:45,105,-135,2022-03-16
SAC,MIL,15,14,1,5:58,260,-370,2022-03-16
UTA,CHI,56,53,3,10:32,-315,230,2022-03-16
GS,BOS,10,14,1,5:41,100,-130,2022-03-16
SAC,MIL,15,14,1,5:50,270,-385,2022-03-16
UTA,CHI,56,53,3,10:28,-330,240,2022-03-16
GS,BOS,10,16,1,5:31,105,-135,2022-03-16
SAC,MIL,15,15,1,5:50,270,-385,2022-03-16
UTA,CHI,58,53,3,10:15,-350,250,2022-03-16
GS,BOS,10,16,1,5:05,110,-140,2022-03-16
SAC,MIL,15,16,1,5:42,280,-400,2022-03-16
SA,OKC,98,91,4,11:49,-675,425,2022-03-16
UTA,CHI,58,56,3,9:46,-245,185,2022-03-16
GS,BOS,10,16,1,5:04,110,-140,2022-03-16
SAC,MIL,17,16,1,5:03,260,-370,2022-03-16
SA,OKC,98,94,4,11:31,-675,425,2022-03-16
UTA,CHI,58,56,3,9:27,-280,210,2022-03-16
GS,BOS,10,18,1,4:44,120,-150,2022-03-16
SAC,MIL,17,20,1,4:31,310,-450,2022-03-16
SA,OKC,99,94,4,11:24,-475,325,2022-03-16
UTA,CHI,58,56,3,9:02,-280,210,2022-03-16
GS,BOS,10,21,1,4:01,150,-185,2022-03-16
SAC,MIL,20,20,1,4:04,250,-350,2022-03-16
SA,OKC,99,96,4,11:04,-400,280,2022-03-16
UTA,CHI,58,58,3,8:37,-185,150,2022-03-16
GS,BOS,10,21,1,3:32,160,-200,2022-03-16
SAC,MIL,20,20,1,3:57,270,-385,2022-03-16
SA,OKC,101,96,4,10:38,-475,325,2022-03-16
UTA,CHI,58,58,3,8:26,-185,150,2022-03-16
GS,BOS,10,21,1,3:24,150,-185,2022-03-16
SAC,MIL,22,20,1,3:28,240,-330,2022-03-16
SA,OKC,101,96,4,10:24,-675,425,2022-03-16
GS,BOS,12,21,1,3:09,140,-170,2022-03-16
SAC,MIL,22,22,1,2:53,250,-350,2022-03-16
SA,OKC,101,96,4,10:03,-475,325,2022-03-16
GS,BOS,15,21,1,2:36,110,-140,2022-03-16
SAC,MIL,24,22,1,2:41,250,-350,2022-03-16
SA,OKC,101,96,4,9:41,-435,300,2022-03-16
GS,BOS,15,21,1,2:36,130,-160,2022-03-16
SA,OKC,101,97,4,9:41,-400,280,2022-03-16
SA,OKC,101,98,4,9:19,-475,325,2022-03-16
SA,OKC,106,98,4,8:47,-625,400,2022-03-16
SA,OKC,106,98,4,8:47,-1450,750,2022-03-16
UTA,CHI,60,58,3,8:04,-245,185,2022-03-16
GS,BOS,15,21,1,2:36,120,-150,2022-03-16
SA,OKC,106,101,4,8:09,-825,500,2022-03-16
UTA,CHI,63,61,3,7:35,-265,200,2022-03-16
SAC,MIL,24,25,1,2:12,300,-435,2022-03-16
SA,OKC,106,104,4,7:34,-315,230,2022-03-16
UTA,CHI,63,63,3,7:03,-200,160,2022-03-16
GS,BOS,15,21,1,2:19,110,-140,2022-03-16
SAC,MIL,26,25,1,1:38,250,-350,2022-03-16
SA,OKC,106,106,4,7:08,-175,145,2022-03-16
UTA,CHI,66,63,3,6:28,-265,200,2022-03-16
GS,BOS,17,23,1,1:43,110,-140,2022-03-16
SAC,MIL,28,25,1,1:21,220,-300,2022-03-16
SA,OKC,106,106,4,7:01,-160,130,2022-03-16
UTA,CHI,66,63,3,5:56,-315,230,2022-03-16
GS,BOS,17,23,1,1:18,125,-155,2022-03-16
SAC,MIL,28,25,1,1:00,215,-290,2022-03-16
SA,OKC,108,109,4,6:26,-115,-115,2022-03-16
UTA,CHI,66,66,3,5:51,-220,170,2022-03-16
