home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
PHI,IND,,,,,-1375,800,2022-04-09
MEM,NO,,,,,-265,215,2022-04-09
PHI,IND,,,,,-1300,700,2022-04-09
PHI,IND,0,0,1,11:45,-1450,750,2022-04-09
PHI,IND,0,0,1,11:45,-1300,700,2022-04-09
PHI,IND,1,0,1,11:27,-1300,700,2022-04-09
PHI,IND,1,0,1,11:18,-1300,700,2022-04-09
PHI,IND,3,3,1,10:58,-1450,750,2022-04-09
PHI,IND,4,3,1,10:56,-1450,750,2022-04-09
PHI,IND,4,3,1,10:29,-1600,800,2022-04-09
PHI,IND,5,3,1,10:29,-1450,750,2022-04-09
PHI,IND,6,3,1,10:16,-1800,850,2022-04-09
PHI,IND,6,3,1,9:44,-1600,800,2022-04-09
PHI,IND,6,3,1,9:42,-1800,850,2022-04-09
PHI,IND,10,3,1,9:14,-2000,900,2022-04-09
PHI,IND,10,3,1,9:14,-1800,850,2022-04-09
PHI,IND,10,3,1,9:14,-1600,800,2022-04-09
PHI,IND,10,3,1,8:58,-1600,800,2022-04-09
PHI,IND,13,3,1,8:36,-2000,900,2022-04-09
PHI,IND,15,3,1,8:01,-2400,1000,2022-04-09
PHI,IND,15,5,1,7:47,-1800,850,2022-04-09
PHI,IND,15,6,1,7:19,-1800,850,2022-04-09
PHI,IND,17,9,1,6:48,-1600,800,2022-04-09
PHI,IND,20,9,1,6:31,-2400,1000,2022-04-09
PHI,IND,20,9,1,6:20,-2000,900,2022-04-09
PHI,IND,20,9,1,6:20,-2400,1000,2022-04-09
PHI,IND,20,10,1,6:05,-2000,900,2022-04-09
PHI,IND,24,12,1,5:37,-2400,1000,2022-04-09
PHI,IND,24,12,1,5:04,-2800,1100,2022-04-09
PHI,IND,24,12,1,5:04,-3200,1200,2022-04-09
PHI,IND,24,12,1,4:59,-3200,1200,2022-04-09
PHI,IND,25,14,1,4:36,-3200,1200,2022-04-09
PHI,IND,25,14,1,4:26,-3200,1200,2022-04-09
PHI,IND,27,14,1,4:24,-3200,1200,2022-04-09
PHI,IND,29,17,1,3:49,-3200,1200,2022-04-09
PHI,IND,29,20,1,3:18,-2800,1100,2022-04-09
PHI,IND,29,20,1,2:51,-2400,1000,2022-04-09
PHI,IND,29,20,1,2:34,-2800,1100,2022-04-09
PHI,IND,31,20,1,2:20,-2800,1100,2022-04-09
PHI,IND,31,22,1,2:18,-2000,900,2022-04-09
PHI,IND,31,22,1,2:12,-2800,1100,2022-04-09
PHI,IND,32,22,1,2:12,-2800,1100,2022-04-09
PHI,IND,33,22,1,1:43,-3500,1300,2022-04-09
PHI,IND,33,22,1,1:35,-3500,1300,2022-04-09
PHI,IND,33,22,1,1:14,-2800,1100,2022-04-09
PHI,IND,33,22,1,0:47,-3200,1200,2022-04-09
PHI,IND,35,22,1,0:29,-3500,1300,2022-04-09
PHI,IND,35,23,1,0:31,-3200,1200,2022-04-09
PHI,IND,35,23,1,0:10,-4000,1400,2022-04-09
PHI,IND,36,23,1,0:10,-4000,1400,2022-04-09
PHI,IND,37,23,2,12:00,-4000,1400,2022-04-09
PHI,IND,37,23,2,11:42,-4000,1400,2022-04-09
PHI,IND,39,23,2,11:21,-5000,1600,2022-04-09
PHI,IND,39,24,2,11:17,-4000,1400,2022-04-09
PHI,IND,41,24,2,10:50,-7500,2000,2022-04-09
PHI,IND,42,24,2,10:40,-7500,2000,2022-04-09
PHI,IND,42,24,2,10:19,-7500,2000,2022-04-09
PHI,IND,42,24,2,10:07,-7500,2000,2022-04-09
PHI,IND,42,24,2,9:47,-7500,2000,2022-04-09
PHI,IND,42,24,2,9:37,-7500,2000,2022-04-09
PHI,IND,42,24,2,9:37,-6000,1800,2022-04-09
PHI,IND,44,26,2,9:26,-6000,1800,2022-04-09
PHI,IND,44,28,2,9:09,-6000,1800,2022-04-09
PHI,IND,45,28,2,9:09,-8500,1800,2022-04-09
PHI,IND,48,30,2,8:42,-8500,1800,2022-04-09
PHI,IND,48,32,2,8:23,-8500,1800,2022-04-09
PHI,IND,48,33,2,8:23,-8500,1800,2022-04-09
PHI,IND,51,33,2,7:51,-7500,1600,2022-04-09
PHI,IND,53,33,2,7:40,-7500,1600,2022-04-09
PHI,IND,53,33,2,7:00,-7500,1600,2022-04-09
PHI,IND,53,34,2,6:57,-7500,1600,2022-04-09
PHI,IND,55,36,2,6:24,-7500,1600,2022-04-09
PHI,IND,57,39,2,5:33,-7500,1600,2022-04-09
PHI,IND,57,39,2,5:14,-7500,1600,2022-04-09
PHI,IND,57,39,2,5:10,-7500,1600,2022-04-09
PHI,IND,57,41,2,5:10,-6500,1500,2022-04-09
PHI,IND,60,41,2,4:39,-7500,1600,2022-04-09
PHI,IND,62,43,2,4:08,-7500,1600,2022-04-09
PHI,IND,62,43,2,3:56,-7500,1600,2022-04-09
PHI,IND,64,48,2,1:33,-7500,1600,2022-04-09
PHI,IND,66,52,2,0:37,-6500,1500,2022-04-09
PHI,IND,66,54,2,0:25,-5500,1400,2022-04-09
PHI,IND,66,54,2,0:19,-5500,1400,2022-04-09
PHI,IND,66,54,3,12:00,-5500,1400,2022-04-09
PHI,IND,66,54,3,12:00,-4800,1300,2022-04-09
PHI,IND,68,54,3,11:30,-5500,1400,2022-04-09
PHI,IND,70,54,3,10:58,-6500,1500,2022-04-09
PHI,IND,70,56,3,10:25,-6500,1500,2022-04-09
PHI,IND,78,64,3,7:49,-6500,1500,2022-04-09
PHI,IND,78,66,3,7:36,-4800,1300,2022-04-09
PHI,IND,81,66,3,7:13,-6500,1500,2022-04-09
PHI,IND,81,68,3,7:09,-6500,1500,2022-04-09
PHI,IND,83,71,3,6:37,-5500,1400,2022-04-09
PHI,IND,83,71,3,6:19,-5500,1400,2022-04-09
PHI,IND,83,73,3,6:12,-3800,1200,2022-04-09
PHI,IND,83,73,3,6:12,-4800,1300,2022-04-09
PHI,IND,85,73,3,5:39,-4800,1300,2022-04-09
PHI,IND,85,74,3,5:39,-3800,1200,2022-04-09
PHI,IND,85,77,3,4:57,-2800,1000,2022-04-09
PHI,IND,85,80,3,4:35,-1300,650,2022-04-09
PHI,IND,85,80,3,4:24,-1450,700,2022-04-09
PHI,IND,90,80,3,3:47,-2800,1000,2022-04-09
PHI,IND,90,80,3,3:45,-3300,1100,2022-04-09
PHI,IND,90,80,3,3:19,-4800,1300,2022-04-09
PHI,IND,92,82,3,2:46,-3300,1100,2022-04-09
PHI,IND,92,82,3,2:16,-4800,1300,2022-04-09
PHI,IND,94,82,3,2:07,-5500,1400,2022-04-09
PHI,IND,94,82,3,1:52,-6500,1500,2022-04-09
PHI,IND,95,82,3,1:52,-6500,1500,2022-04-09
PHI,IND,95,82,3,1:40,-6500,1500,2022-04-09
PHI,IND,97,84,3,1:21,-5500,1400,2022-04-09
PHI,IND,97,88,3,0:50,-3800,1200,2022-04-09
PHI,IND,97,90,3,0:28,-2200,900,2022-04-09
PHI,IND,100,90,3,,-3800,1200,2022-04-09
PHI,IND,100,90,4,12:00,-3800,1200,2022-04-09
PHI,IND,100,90,4,12:00,-2800,1000,2022-04-09
PHI,IND,100,90,4,11:38,-2200,900,2022-04-09
PHI,IND,100,90,4,11:30,-2800,1000,2022-04-09
PHI,IND,100,90,4,11:31,-2800,1000,2022-04-09
PHI,IND,108,100,4,7:53,-2800,1000,2022-04-09
MEM,NO,,,,,-275,220,2022-04-09
