home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
DET,MIL,,,,,385,-525,2022-04-08
WAS,NY,,,,,145,-165,2022-04-08
BKN,CLE,,,,,-350,270,2022-04-08
TOR,HOU,,,,,-720,500,2022-04-08
DET,MIL,2,5,1,10:03,400,-625,2022-04-08
WAS,NY,10,0,1,9:40,100,-130,2022-04-08
DET,MIL,2,12,1,8:14,650,-1150,2022-04-08
DET,MIL,2,12,1,7:43,650,-1150,2022-04-08
WAS,NY,14,8,1,7:01,-105,-125,2022-04-08
DET,MIL,3,12,1,6:36,700,-1300,2022-04-08
WAS,NY,16,9,1,6:07,-110,-120,2022-04-08
DET,MIL,4,19,1,4:06,1000,-2400,2022-04-08
WAS,NY,18,11,1,4:52,-130,100,2022-04-08
DET,MIL,4,19,1,2:36,1100,-2800,2022-04-08
WAS,NY,26,18,1,1:15,-155,125,2022-04-08
DET,MIL,34,45,2,4:39,1200,-3800,2022-04-08
WAS,NY,42,38,2,4:23,-105,-125,2022-04-08
BKN,CLE,20,10,1,4:24,-675,425,2022-04-08
TOR,HOU,13,17,1,5:08,-450,310,2022-04-08
DET,MIL,34,51,2,3:40,1600,-7500,2022-04-08
WAS,NY,44,45,2,3:22,145,-175,2022-04-08
BKN,CLE,22,10,1,2:40,-775,475,2022-04-08
TOR,HOU,15,26,1,2:33,-220,170,2022-04-08
DET,MIL,38,56,3,12:00,1800,-8500,2022-04-08
WAS,NY,50,59,2,,310,-450,2022-04-08
BKN,CLE,34,19,2,12:00,-1150,650,2022-04-08
TOR,HOU,20,36,2,12:00,100,-130,2022-04-08
BKN,CLE,62,54,3,11:51,-775,475,2022-04-08
TOR,HOU,61,69,3,10:16,-160,130,2022-04-08
BKN,CLE,76,71,3,6:41,-450,310,2022-04-08
TOR,HOU,78,81,3,4:43,-220,170,2022-04-08
BKN,CLE,109,99,4,4:00,-3500,1300,2022-04-08
BKN,CLE,118,105,4,1:22,-3500,1300,2022-04-08
MIA,ATL,93,97,4,8:51,160,-200,2022-04-08
UTA,PHO,18,26,1,2:23,140,-170,2022-04-08
LA,OKC,,,,,-220,180,2022-04-08
MIA,ATL,93,97,4,8:47,155,-195,2022-04-08
UTA,PHO,22,26,1,1:19,-110,-120,2022-04-08
MIA,ATL,97,103,4,5:01,260,-370,2022-04-08
UTA,PHO,30,30,2,9:56,-130,100,2022-04-08
UTA,PHO,50,41,2,2:55,-435,300,2022-04-08
UTA,PHO,57,54,3,12:00,-185,150,2022-04-08
LA,OKC,4,3,1,10:38,-315,230,2022-04-08
PHI,IND,,,,,-1125,700,2022-04-08
MEM,NO,,,,,-220,180,2022-04-08
UTA,PHO,74,63,3,6:58,-525,350,2022-04-08
LA,OKC,19,21,1,3:47,-235,180,2022-04-08
LA,OKC,46,39,2,5:12,-575,375,2022-04-08
LA,OKC,47,43,2,3:54,-330,240,2022-04-08
LA,OKC,56,52,3,12:00,-330,240,2022-04-08
UTA,PHO,100,100,4,2:32,-125,-105,2022-04-08
LA,OKC,56,52,3,12:00,-350,250,2022-04-08
