home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline
CHA,SA,31.0,30.0,2,12:00,-160,130
MEM,ORL,,,,,-1750,950
MIN,POR,,,,,-1250,750
MIA,PHI,,,,,-210,175
LA,GS,,,,,185,-225
CHA,SA,31.0,30.0,2,12:00,-155,125
CHA,SA,33.0,32.0,2,11:32,-145,115
CHA,SA,35.0,32.0,2,11:00,-165,135
CHA,SA,35.0,34.0,2,10:30,-165,135
CHA,SA,38.0,34.0,2,9:56,-155,125
CHA,SA,38.0,34.0,2,9:53,-185,150
CHA,SA,38.0,37.0,2,9:41,-145,115
CHA,SA,41.0,40.0,2,9:15,-145,115
CHA,SA,41.0,40.0,2,9:15,-165,135
CHA,SA,41.0,40.0,2,9:15,-185,150
CHA,SA,41.0,40.0,2,9:15,-200,160
CHA,SA,41.0,40.0,2,9:00,-200,160
CHA,SA,43.0,40.0,2,8:25,-225,175
CHA,SA,45.0,42.0,2,7:53,-235,180
CHA,SA,47.0,42.0,2,7:29,-265,200
CHA,SA,47.0,42.0,2,7:29,-245,185
CHA,SA,47.0,42.0,2,7:17,-245,185
CHA,SA,49.0,42.0,2,6:44,-315,230
CHA,SA,49.0,42.0,2,6:38,-290,215
CHA,SA,49.0,42.0,2,6:16,-315,230
CHA,SA,52.0,42.0,2,6:03,-420,290
CHA,SA,52.0,44.0,2,5:49,-350,250
CHA,SA,52.0,44.0,2,5:31,-315,230
CHA,SA,52.0,46.0,2,5:11,-290,215
CHA,SA,54.0,46.0,2,4:54,-315,230
CHA,SA,56.0,48.0,2,4:26,-370,260
CHA,SA,58.0,50.0,2,3:49,-350,250
CHA,SA,58.0,50.0,2,3:44,-350,250
CHA,SA,58.0,50.0,2,3:13,-350,250
CHA,SA,58.0,50.0,2,3:02,-300,220
CHA,SA,60.0,52.0,2,2:27,-315,230
CHA,SA,60.0,52.0,2,2:05,-315,230
CHA,SA,60.0,53.0,2,2:05,-330,240
CHA,SA,60.0,54.0,2,1:56,-330,240
CHA,SA,60.0,56.0,2,1:22,-235,180
CHA,SA,60.0,58.0,2,1:16,-200,160
CHA,SA,60.0,59.0,2,0:58,-185,150
CHA,SA,62.0,59.0,2,0:33,-200,160
CHA,SA,62.0,60.0,2,0:33,-195,155
CHA,SA,62.0,60.0,2,0:21,-195,155
CHA,SA,62.0,60.0,2,,-220,170
CHA,SA,62.0,60.0,3,12:00,-200,160
CHA,SA,62.0,60.0,3,12:00,-210,165
CHA,SA,62.0,60.0,3,12:00,-195,155
MIA,PHI,,,,,-220,170
MEM,ORL,,,,,-1600,800
MIN,POR,0.0,0.0,1,11:55,-1150,650
MEM,ORL,2.0,0.0,1,11:36,-1800,850
MIN,POR,0.0,0.0,1,11:27,-1050,600
MEM,ORL,2.0,0.0,1,11:00,-2000,900
MIN,POR,2.0,3.0,1,10:57,-825,500
MEM,ORL,5.0,0.0,1,10:47,-2400,1000
MIN,POR,2.0,5.0,1,10:26,-825,500
MIA,PHI,0.0,0.0,1,11:55,-220,170
MEM,ORL,8.0,3.0,1,10:18,-3200,1200
MIN,POR,2.0,5.0,1,10:22,-950,550
MIA,PHI,0.0,2.0,1,11:35,-220,170
MEM,ORL,8.0,3.0,1,10:03,-2400,1000
MIN,POR,2.0,5.0,1,9:46,-950,550
MIA,PHI,3.0,2.0,1,11:01,-235,180
MEM,ORL,8.0,3.0,1,9:50,-2400,1000
MIN,POR,3.0,5.0,1,9:46,-1050,600
MIA,PHI,3.0,2.0,1,10:38,-235,180
MEM,ORL,10.0,3.0,1,9:50,-2400,1000
MIN,POR,4.0,8.0,1,9:32,-825,500
MIA,PHI,6.0,2.0,1,9:59,-315,230
MEM,ORL,10.0,3.0,1,9:28,-3200,1200
MIN,POR,7.0,8.0,1,9:05,-1450,750
MIA,PHI,6.0,2.0,1,9:29,-280,210
MEM,ORL,10.0,6.0,1,9:06,-3200,1200
MIN,POR,10.0,8.0,1,8:37,-1600,800
MIA,PHI,6.0,2.0,1,8:55,-315,230
MEM,ORL,10.0,6.0,1,8:27,-2800,1100
MIN,POR,13.0,8.0,1,8:18,-1600,800
CHA,SA,62.0,60.0,3,12:00,-185,150
MIA,PHI,8.0,5.0,1,8:25,-245,185
MEM,ORL,13.0,8.0,1,7:53,-2800,1100
MIN,POR,13.0,11.0,1,7:50,-2000,900
CHA,SA,62.0,60.0,3,11:50,-195,155
MIA,PHI,8.0,5.0,1,7:58,-265,200
MEM,ORL,13.0,8.0,1,7:29,-2800,1100
MIN,POR,16.0,13.0,1,7:17,-1800,850
CHA,SA,62.0,63.0,3,11:32,-160,130
MIA,PHI,11.0,5.0,1,7:31,-330,240
MIN,POR,16.0,13.0,1,7:01,-1450,750
