home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
ATL,CHA,,,,,-220,180,2022-04-13
NO,SA,,,,,-220,180,2022-04-13
ATL,CHA,,,,,-225,175,2022-04-13
ATL,CHA,0,0,1,11:37,-225,175,2022-04-13
ATL,CHA,0,3,1,11:07,-185,150,2022-04-13
ATL,CHA,2,6,1,10:37,-195,155,2022-04-13
ATL,CHA,2,6,1,10:28,-175,145,2022-04-13
ATL,CHA,2,6,1,10:04,-195,155,2022-04-13
ATL,CHA,4,6,1,9:29,-225,175,2022-04-13
ATL,CHA,4,6,1,9:07,-200,160,2022-04-13
ATL,CHA,4,6,1,8:53,-225,175,2022-04-13
ATL,CHA,4,8,1,8:38,-195,155,2022-04-13
ATL,CHA,4,8,1,8:14,-200,160,2022-04-13
ATL,CHA,7,10,1,7:43,-245,185,2022-04-13
ATL,CHA,10,10,1,7:10,-265,200,2022-04-13
ATL,CHA,10,10,1,7:02,-255,190,2022-04-13
ATL,CHA,12,10,1,6:54,-330,240,2022-04-13
ATL,CHA,12,10,1,6:54,-300,220,2022-04-13
ATL,CHA,12,10,1,6:54,-280,210,2022-04-13
ATL,CHA,13,10,1,6:51,-255,190,2022-04-13
ATL,CHA,13,12,1,6:23,-210,165,2022-04-13
ATL,CHA,13,13,1,6:23,-210,165,2022-04-13
ATL,CHA,16,13,1,5:53,-280,210,2022-04-13
ATL,CHA,16,13,1,5:28,-300,220,2022-04-13
ATL,CHA,20,13,1,5:05,-400,280,2022-04-13
ATL,CHA,20,13,1,5:05,-450,310,2022-04-13
ATL,CHA,20,13,1,5:05,-435,300,2022-04-13
ATL,CHA,20,13,1,4:55,-400,280,2022-04-13
ATL,CHA,20,13,1,4:37,-350,250,2022-04-13
ATL,CHA,23,13,1,4:03,-350,250,2022-04-13
ATL,CHA,23,13,1,3:32,-435,300,2022-04-13
ATL,CHA,23,13,1,3:22,-400,280,2022-04-13
ATL,CHA,23,13,1,3:10,-450,310,2022-04-13
ATL,CHA,24,13,1,3:08,-435,300,2022-04-13
ATL,CHA,24,15,1,2:42,-350,250,2022-04-13
ATL,CHA,24,16,1,2:42,-400,280,2022-04-13
ATL,CHA,24,16,1,2:34,-435,300,2022-04-13
ATL,CHA,25,16,1,2:34,-450,310,2022-04-13
ATL,CHA,26,16,1,2:11,-450,310,2022-04-13
ATL,CHA,26,16,1,1:55,-450,310,2022-04-13
ATL,CHA,29,16,1,1:22,-550,360,2022-04-13
ATL,CHA,29,17,1,1:22,-600,385,2022-04-13
ATL,CHA,29,18,1,1:10,-550,360,2022-04-13
ATL,CHA,29,18,1,1:10,-525,350,2022-04-13
ATL,CHA,29,19,1,1:10,-500,340,2022-04-13
ATL,CHA,31,20,1,0:49,-550,360,2022-04-13
ATL,CHA,31,20,1,0:35,-825,500,2022-04-13
ATL,CHA,32,20,1,0:35,-725,450,2022-04-13
ATL,CHA,32,23,1,,-600,385,2022-04-13
ATL,CHA,32,23,2,12:00,-600,385,2022-04-13
ATL,CHA,32,23,2,12:00,-525,350,2022-04-13
ATL,CHA,32,23,2,11:57,-525,350,2022-04-13
ATL,CHA,32,23,2,11:27,-475,325,2022-04-13
ATL,CHA,34,23,2,11:05,-525,350,2022-04-13
ATL,CHA,36,25,2,10:25,-575,375,2022-04-13
ATL,CHA,39,28,2,9:55,-575,375,2022-04-13
ATL,CHA,39,30,2,9:24,-525,350,2022-04-13
ATL,CHA,39,30,2,9:14,-525,350,2022-04-13
ATL,CHA,41,30,2,9:14,-500,340,2022-04-13
ATL,CHA,41,33,2,8:49,-385,270,2022-04-13
ATL,CHA,41,33,2,8:30,-385,270,2022-04-13
ATL,CHA,41,33,2,8:15,-385,270,2022-04-13
ATL,CHA,41,33,2,8:11,-435,300,2022-04-13
ATL,CHA,41,33,2,7:50,-400,280,2022-04-13
ATL,CHA,41,33,2,7:36,-435,300,2022-04-13
ATL,CHA,41,33,2,6:51,-450,310,2022-04-13
ATL,CHA,43,35,2,6:19,-475,325,2022-04-13
ATL,CHA,43,35,2,6:04,-475,325,2022-04-13
ATL,CHA,44,35,2,5:59,-475,325,2022-04-13
ATL,CHA,44,37,2,5:25,-450,310,2022-04-13
ATL,CHA,44,37,2,5:05,-420,290,2022-04-13
ATL,CHA,44,38,2,5:04,-435,300,2022-04-13
ATL,CHA,47,38,2,4:40,-600,385,2022-04-13
ATL,CHA,47,38,2,4:23,-725,450,2022-04-13
ATL,CHA,49,38,2,4:13,-825,500,2022-04-13
ATL,CHA,49,38,2,4:13,-625,400,2022-04-13
ATL,CHA,51,38,2,3:37,-775,475,2022-04-13
ATL,CHA,54,41,2,3:05,-775,475,2022-04-13
ATL,CHA,54,44,2,2:32,-675,425,2022-04-13
ATL,CHA,56,44,2,2:12,-950,550,2022-04-13
ATL,CHA,56,46,2,1:38,-950,550,2022-04-13
ATL,CHA,58,46,2,1:06,-775,475,2022-04-13
ATL,CHA,58,48,2,1:00,-625,400,2022-04-13
ATL,CHA,58,49,2,1:00,-600,385,2022-04-13
ATL,CHA,58,52,2,0:36,-435,300,2022-04-13
ATL,CHA,58,52,2,0:13,-385,270,2022-04-13
ATL,CHA,60,52,3,12:00,-525,350,2022-04-13
ATL,CHA,60,52,3,12:00,-475,325,2022-04-13
