home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
MIA,DET,68,68,3,2:40,-625,375,2022-03-15
MIA,DET,68,68,3,2:32,-625,375,2022-03-15
MIA,DET,68,70,3,2:15,-405,260,2022-03-15
MIA,DET,68,73,3,1:38,-220,160,2022-03-15
MIA,DET,68,73,4,12:00,-160,120,2022-03-15
MIA,DET,68,73,3,0:50,-150,110,2022-03-15
MIA,DET,68,73,3,0:31,-125,-115,2022-03-15
MIA,DET,68,73,3,0:31,-135,-105,2022-03-15
MIA,DET,68,73,3,0:18,-150,110,2022-03-15
MIA,DET,68,73,4,12:00,-130,-110,2022-03-15
MIA,DET,68,73,4,12:00,-165,125,2022-03-15
MIA,DET,68,73,4,11:58,-165,125,2022-03-15
MIA,DET,70,73,4,11:25,-200,150,2022-03-15
MIA,DET,73,73,4,11:09,-260,180,2022-03-15
MIA,DET,73,73,4,10:38,-575,350,2022-03-15
MIA,DET,73,73,4,10:12,-575,350,2022-03-15
MIA,DET,76,73,4,10:02,-950,500,2022-03-15
MIA,DET,76,76,4,9:38,-625,375,2022-03-15
MIA,DET,79,76,4,9:23,-1050,550,2022-03-15
MIA,DET,81,76,4,8:46,-1950,850,2022-03-15
MIA,DET,81,78,4,8:21,-1600,750,2022-03-15
MIA,DET,81,80,4,7:50,-625,375,2022-03-15
MIA,DET,81,82,4,7:43,-275,190,2022-03-15
MIA,DET,81,82,4,7:31,-210,155,2022-03-15
MIA,DET,81,82,4,7:21,-275,190,2022-03-15
MIA,DET,81,82,4,6:57,-210,155,2022-03-15
MIA,DET,81,82,4,6:34,-300,220,2022-03-15
MIA,DET,82,82,4,6:34,-315,230,2022-03-15
MIA,DET,83,82,4,6:27,-350,250,2022-03-15
MIA,DET,83,82,4,6:17,-350,250,2022-03-15
MIA,DET,83,84,4,6:00,-265,200,2022-03-15
MIA,DET,83,84,4,5:57,-265,200,2022-03-15
MIA,DET,83,84,4,5:39,-200,160,2022-03-15
MIA,DET,85,84,4,4:58,-265,200,2022-03-15
MIA,DET,86,87,4,4:31,-185,150,2022-03-15
MIA,DET,87,87,4,4:33,-200,160,2022-03-15
MIA,DET,89,87,4,4:05,-350,250,2022-03-15
MIA,DET,89,87,4,4:05,-315,230,2022-03-15
MIA,DET,89,89,4,3:46,-265,200,2022-03-15
MIA,DET,92,89,4,3:16,-725,450,2022-03-15
MIA,DET,92,89,4,3:08,-825,500,2022-03-15
MIA,DET,94,89,4,3:10,-1050,600,2022-03-15
MIA,DET,94,92,4,2:51,-575,375,2022-03-15
