home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline,date
CHA,UTA,,,,,145,-165,2022-03-25
DET,WAS,,,,,-170,150,2022-03-25
ATL,GS,,,,,-130,110,2022-03-25
DET,WAS,0,0,1,10:53,-175,145,2022-03-25
CHA,UTA,,,,,140,-170,2022-03-25
DET,WAS,0,2,1,10:07,-140,110,2022-03-25
CHA,UTA,0,2,1,11:32,140,-170,2022-03-25
DET,WAS,0,2,1,9:41,-170,140,2022-03-25
CHA,UTA,0,2,1,11:20,140,-170,2022-03-25
DET,WAS,1,2,1,9:41,-175,145,2022-03-25
CHA,UTA,1,2,1,11:17,140,-170,2022-03-25
DET,WAS,2,4,1,9:22,-160,130,2022-03-25
CHA,UTA,1,5,1,10:49,155,-195,2022-03-25
DET,WAS,2,4,1,9:11,-170,140,2022-03-25
DET,WAS,4,4,1,8:30,-170,140,2022-03-25
CHA,UTA,3,8,1,9:55,210,-280,2022-03-25
DET,WAS,4,6,1,8:07,-170,140,2022-03-25
CHA,UTA,3,8,1,9:47,170,-220,2022-03-25
CHA,UTA,3,11,1,9:27,185,-245,2022-03-25
DET,WAS,4,8,1,7:27,-140,110,2022-03-25
DET,WAS,6,10,1,6:55,-140,110,2022-03-25
DET,WAS,6,10,1,6:54,-150,120,2022-03-25
CHA,UTA,3,11,1,9:30,185,-245,2022-03-25
CHA,UTA,3,11,1,8:58,200,-265,2022-03-25
CHA,UTA,3,11,1,8:27,190,-255,2022-03-25
DET,WAS,6,10,1,6:44,-140,110,2022-03-25
CHA,UTA,6,11,1,8:02,160,-200,2022-03-25
DET,WAS,9,10,1,6:28,-185,150,2022-03-25
CHA,UTA,6,14,1,7:23,190,-255,2022-03-25
DET,WAS,9,10,1,6:20,-170,140,2022-03-25
CHA,UTA,6,14,1,7:14,185,-245,2022-03-25
DET,WAS,9,12,1,5:46,-160,130,2022-03-25
CHA,UTA,6,14,1,6:50,185,-245,2022-03-25
DET,WAS,10,12,1,5:43,-170,140,2022-03-25
CHA,UTA,9,14,1,6:28,200,-265,2022-03-25
DET,WAS,12,12,1,5:20,-185,150,2022-03-25
CHA,UTA,9,14,1,5:59,200,-265,2022-03-25
DET,WAS,12,12,1,5:06,-200,160,2022-03-25
CHA,UTA,9,14,1,5:48,200,-265,2022-03-25
DET,WAS,16,12,1,4:34,-265,200,2022-03-25
CHA,UTA,9,14,1,5:27,185,-245,2022-03-25
DET,WAS,16,12,1,4:22,-245,185,2022-03-25
CHA,UTA,9,14,1,5:14,180,-235,2022-03-25
DET,WAS,16,13,1,4:22,-245,185,2022-03-25
CHA,UTA,10,14,1,5:12,185,-245,2022-03-25
DET,WAS,16,14,1,3:57,-220,170,2022-03-25
CHA,UTA,10,14,1,5:00,185,-245,2022-03-25
DET,WAS,18,14,1,3:37,-235,180,2022-03-25
CHA,UTA,12,14,1,4:35,165,-210,2022-03-25
CHA,UTA,12,14,1,4:21,165,-210,2022-03-25
CHA,UTA,14,17,1,3:49,180,-235,2022-03-25
CHA,UTA,17,17,1,3:20,160,-200,2022-03-25
CHA,UTA,17,19,1,2:54,170,-220,2022-03-25
DET,WAS,18,14,1,3:19,-265,200,2022-03-25
DET,WAS,18,14,1,3:11,-265,200,2022-03-25
CHA,UTA,17,19,1,2:54,155,-195,2022-03-25
DET,WAS,18,14,1,3:02,-280,210,2022-03-25
DET,WAS,20,14,1,3:02,-280,210,2022-03-25
DET,WAS,20,14,1,2:27,-265,200,2022-03-25
CHA,UTA,17,19,1,2:41,165,-210,2022-03-25
DET,WAS,20,16,1,1:54,-245,185,2022-03-25
CHA,UTA,20,21,1,2:12,155,-195,2022-03-25
DET,WAS,20,18,1,1:38,-185,150,2022-03-25
CHA,UTA,20,21,1,1:37,150,-185,2022-03-25
DET,WAS,22,21,1,0:51,-185,150,2022-03-25
CHA,UTA,23,21,1,1:06,120,-150,2022-03-25
DET,WAS,22,21,1,0:39,-200,160,2022-03-25
CHA,UTA,23,21,1,0:34,110,-140,2022-03-25
DET,WAS,24,21,1,0:36,-185,150,2022-03-25
CHA,UTA,23,21,1,0:02,120,-150,2022-03-25
DET,WAS,24,23,1,0:14,-175,145,2022-03-25
CHA,UTA,23,23,1,,150,-185,2022-03-25
