team,gameid,date,home,pts,ppm,poss,tov_rate,reb_rate,oreb_rate,dreb_rate,efpg,tsp,off_eff,def_eff
MIA,22100015,2021-10-21,True,137.0,2.8541666666666665,108.0,0.1018518518518518,0.5811965811965812,0.3272727272727272,0.8064516129032258,0.609375,0.5393700787401575,1.2685185185185186,0.8796296296296297
MIL,22100015,2021-10-21,False,95.0,1.9791666666666667,108.0,0.1388888888888889,0.4188034188034188,0.1935483870967742,0.6727272727272727,0.4523809523809524,0.4203539823008849,0.8796296296296297,1.2685185185185186
GSW,22100016,2021-10-21,True,115.0,2.395833333333333,108.0,0.1944444444444444,0.5740740740740741,0.3265306122448979,0.7796610169491526,0.608433734939759,0.5476190476190477,1.0648148148148149,1.0462962962962965
LAC,22100016,2021-10-21,False,113.0,2.3541666666666665,108.0,0.0648148148148148,0.4259259259259259,0.2203389830508474,0.673469387755102,0.5104166666666666,0.4829059829059829,1.0462962962962965,1.0648148148148149
CLE,22100017,2021-10-22,True,112.0,2.333333333333333,107.5,0.1767441860465116,0.4444444444444444,0.2045454545454545,0.6739130434782609,0.5654761904761905,0.5384615384615384,1.041860465116279,1.1441860465116278
CHA,22100017,2021-10-22,False,123.0,2.5625,107.5,0.1674418604651162,0.5555555555555556,0.3260869565217391,0.7954545454545454,0.5989010989010989,0.5694444444444444,1.1441860465116278,1.041860465116279
ORL,22100018,2021-10-22,True,96.0,2.0,102.0,0.1862745098039215,0.5096153846153846,0.2727272727272727,0.7755102040816326,0.5,0.4897959183673469,0.9411764705882352,1.1862745098039216
NYK,22100018,2021-10-22,False,121.0,2.520833333333333,102.0,0.1078431372549019,0.4903846153846153,0.2244897959183673,0.7272727272727273,0.6363636363636364,0.5761904761904761,1.1862745098039216,0.9411764705882352
WAS,22100019,2021-10-22,True,135.0,2.547169811320755,109.0,0.0825688073394495,0.4583333333333333,0.1818181818181818,0.6923076923076923,0.6223404255319149,0.5973451327433629,1.238532110091743,1.2293577981651376
IND,22100019,2021-10-22,False,134.0,2.5283018867924527,109.0,0.110091743119266,0.5416666666666666,0.3076923076923077,0.8181818181818182,0.6134020618556701,0.5726495726495726,1.2293577981651376,1.238532110091743
BOS,22100020,2021-10-22,True,83.0,1.7291666666666667,101.5,0.2463054187192118,0.4324324324324324,0.2592592592592592,0.5964912280701754,0.4573170731707317,0.4462365591397849,0.8177339901477833,1.1330049261083743
TOR,22100020,2021-10-22,False,115.0,2.395833333333333,101.5,0.1182266009852216,0.5675675675675675,0.4035087719298245,0.7407407407407407,0.47,0.4752066115702479,1.1330049261083743,0.8177339901477833
